Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,4.747,0.0,-0.037,0.0,-0.299,0.0,-0.0363,-5.44
0.2,4.747,0.00705,-0.0369,-0.02088,-0.2986,-0.0001511,-0.04398,-4.397
0.4,4.747,0.02561,-0.03668,-0.0762,-0.2975,-0.0006029,-0.03899,-2.05
0.6,4.748,0.04946,-0.03641,-0.1481,-0.2958,-0.001358,-0.1575,0.3829
0.8,4.749,0.07162,-0.03603,-0.2158,-0.2937,-0.00209,-0.2551,2.405
1.0,4.75,0.08617,-0.03546,-0.2614,-0.2914,-0.002364,0.01982,4.081
1.2,4.75,0.08899,-0.03468,-0.2723,-0.2904,-0.002187,0.46,5.093
1.4,4.749,0.07872,-0.03385,-0.2442,-0.2918,-0.001801,0.6585,4.462
1.6,4.748,0.05764,-0.033,-0.1835,-0.2957,-0.001454,0.3515,1.983
1.8,4.746,0.03172,-0.03204,-0.1073,-0.3006,-0.001087,-0.2555,-1.065
2.0,4.745,0.008573,-0.03088,-0.03751,-0.3043,-0.0005707,-0.5847,-3.219
2.2,4.745,-0.005638,-0.02956,0.007673,-0.3051,-0.0001387,-0.5263,-4.072
2.4,4.746,-0.007799,-0.02826,0.01829,-0.3029,-3.373e-05,-0.3144,-4.141
2.6,4.747,0.002223,-0.027,-0.0068,-0.2984,-0.0002971,-0.06096,-3.671
2.8,4.749,0.02187,-0.02564,-0.06049,-0.2933,-0.0007266,0.1599,-2.142
3.0,4.75,0.04594,-0.0241,-0.1277,-0.2893,-0.001162,0.398,0.5191
3.2,4.751,0.06732,-0.02246,-0.1879,-0.2881,-0.001714,0.528,3.247
3.4,4.75,0.07927,-0.02084,-0.2215,-0.2902,-0.002288,0.2954,4.739
3.6,4.749,0.078,-0.01924,-0.2174,-0.2944,-0.002559,-0.0403,4.513
3.8,4.747,0.06408,-0.01759,-0.1763,-0.299,-0.002266,-0.2055,3.168
4.0,4.746,0.04169,-0.01587,-0.1098,-0.303,-0.001536,-0.1538,1.285
4.2,4.745,0.01681,-0.01416,-0.03494,-0.3057,-0.0008729,-0.01854,-1.047
4.4,4.744,-0.004172,-0.01251,0.02952,-0.3067,-0.0005186,-0.1384,-3.326
4.6,4.745,-0.01569,-0.01085,0.06717,-0.3053,-0.0004015,-0.3327,-4.693
