Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,7.906,10.02,0.343,0.393,2.751,-0.305
0.2,7.904,10.02,0.3421,0.3926,2.745,-0.305
0.4,7.899,10.02,0.3392,0.3907,2.728,-0.3048
0.6,7.891,10.02,0.3343,0.3876,2.706,-0.3048
0.8,7.885,10.02,0.3273,0.3839,2.683,-0.3047
1.0,7.88,10.02,0.3184,0.381,2.667,-0.3042
1.2,7.879,10.01,0.3075,0.381,2.661,-0.3037
1.4,7.883,10.0,0.2946,0.3854,2.668,-0.3032
1.6,7.89,9.991,0.2798,0.3943,2.685,-0.303
1.8,7.899,9.978,0.2633,0.4061,2.708,-0.303
2.0,7.907,9.964,0.2454,0.4185,2.729,-0.3027
2.2,7.913,9.95,0.2261,0.4295,2.742,-0.3023
2.4,7.915,9.936,0.2054,0.4379,2.745,-0.3019
2.6,7.914,9.922,0.1835,0.4437,2.737,-0.3014
2.8,7.91,9.908,0.1605,0.4478,2.722,-0.3008
3.0,7.905,9.893,0.1367,0.4514,2.704,-0.3
3.2,7.902,9.877,0.112,0.4559,2.689,-0.2991
3.4,7.901,9.859,0.08646,0.4624,2.681,-0.2984
3.6,7.903,9.84,0.06018,0.4713,2.683,-0.2977
3.8,7.909,9.818,0.03343,0.4828,2.694,-0.2969
4.0,7.917,9.795,0.006401,0.4963,2.711,-0.2958
4.2,7.926,9.771,-0.02083,0.511,2.73,-0.2949
4.4,7.934,9.746,-0.04813,0.5262,2.747,-0.2941
4.6,7.94,9.719,-0.07523,0.5408,2.756,-0.2932
4.8,7.943,9.693,-0.1019,0.5541,2.757,-0.2922
5.0,7.943,9.666,-0.1281,0.5655,2.75,-0.2911
5.2,7.942,9.638,-0.1538,0.5752,2.737,-0.2899
5.4,7.941,9.61,-0.1789,0.5841,2.724,-0.2888
5.6,7.94,9.581,-0.2031,0.5933,2.715,-0.2875
5.8,7.943,9.551,-0.2265,0.6035,2.712,-0.2859
6.0,7.948,9.519,-0.2489,0.6153,2.718,-0.2843
6.2,7.956,9.485,-0.2703,0.6287,2.73,-0.2828
6.4,7.965,9.451,-0.2905,0.6436,2.746,-0.2813
6.6,7.974,9.414,-0.3094,0.6593,2.762,-0.2796
6.8,7.982,9.377,-0.3267,0.6749,2.773,-0.2779
7.0,7.987,9.34,-0.3424,0.6895,2.778,-0.2762
7.2,7.991,9.302,-0.3566,0.7026,2.776,-0.2746
7.4,7.992,9.263,-0.3691,0.7145,2.769,-0.2729
7.6,7.993,9.224,-0.3797,0.7252,2.758,-0.2709
7.8,7.994,9.185,-0.3886,0.7349,2.748,-0.2689
8.0,7.996,9.145,-0.3957,0.7441,2.742,-0.2668
8.2,8.001,9.103,-0.4011,0.7535,2.743,-0.2647
8.4,8.008,9.061,-0.4045,0.7637,2.749,-0.2623
8.6,8.016,9.017,-0.4061,0.7749,2.76,-0.2598
8.8,8.025,8.972,-0.4058,0.7866,2.773,-0.2573
9.0,8.034,8.926,-0.4037,0.7985,2.785,-0.2549
9.2,8.042,8.88,-0.3996,0.8101,2.792,-0.2524
9.4,8.047,8.832,-0.3937,0.8212,2.793,-0.2499
9.6,8.051,8.784,-0.3858,0.8311,2.789,-0.2473
9.8,8.053,8.736,-0.3762,0.8393,2.78,-0.2447
10.0,8.055,8.688,-0.3649,0.8459,2.771,-0.2421
10.2,8.058,8.639,-0.352,0.8514,2.763,-0.2393
10.4,8.062,8.589,-0.3375,0.8563,2.759,-0.2362
10.6,8.068,8.538,-0.3215,0.8609,2.76,-0.233
10.8,8.075,8.487,-0.3041,0.8654,2.766,-0.2298
11.0,8.084,8.434,-0.2855,0.8699,2.775,-0.2266
11.2,8.093,8.381,-0.2657,0.8748,2.785,-0.2232
11.4,8.101,8.326,-0.2447,0.8801,2.791,-0.2198
11.6,8.108,8.271,-0.2227,0.885,2.794,-0.2164
11.8,8.114,8.215,-0.1998,0.889,2.792,-0.2131
12.0,8.118,8.159,-0.1762,0.8918,2.786,-0.2098
12.2,8.121,8.102,-0.1519,0.8934,2.777,-0.2063
12.4,8.124,8.045,-0.1271,0.8936,2.769,-0.2027
12.6,8.128,7.987,-0.1021,0.8924,2.762,-0.199
12.8,8.134,7.929,-0.0768,0.8899,2.76,-0.1952
13.0,8.141,7.871,-0.05147,0.8867,2.761,-0.1913
13.2,8.149,7.812,-0.02616,0.8834,2.766,-0.1871
13.4,8.157,7.752,-0.00104,0.8802,2.773,-0.1829
13.6,8.166,7.691,0.02373,0.8772,2.779,-0.1788
13.8,8.174,7.629,0.04806,0.8742,2.782,-0.1747
14.0,8.18,7.567,0.07192,0.8712,2.782,-0.1706
14.2,8.185,7.504,0.09516,0.8678,2.777,-0.1665
14.4,8.189,7.44,0.1176,0.8636,2.77,-0.1624
14.6,8.193,7.376,0.1391,0.858,2.762,-0.1583
14.8,8.197,7.313,0.1596,0.8508,2.755,-0.1541
15.0,8.202,7.249,0.1791,0.8422,2.75,-0.1497
15.2,8.208,7.184,0.1973,0.8325,2.748,-0.1451
15.4,8.215,7.119,0.2142,0.8221,2.75,-0.1405
15.6,8.223,7.054,0.2296,0.8113,2.754,-0.1359
15.8,8.232,6.988,0.2436,0.8006,2.759,-0.1312
16.0,8.24,6.921,0.2562,0.7904,2.763,-0.1265
16.2,8.246,6.853,0.2672,0.7808,2.764,-0.1219
16.4,8.252,6.785,0.2765,0.7714,2.761,-0.1174
16.6,8.257,6.716,0.2841,0.7616,2.757,-0.113
16.8,8.261,6.646,0.2901,0.7512,2.75,-0.1085
17.0,8.265,6.577,0.2944,0.7397,2.743,-0.1039
17.2,8.27,6.507,0.2969,0.7269,2.737,-0.0993
17.4,8.275,6.437,0.2975,0.7127,2.733,-0.09466
17.6,8.282,6.367,0.2964,0.6974,2.733,-0.08991
17.8,8.289,6.297,0.2935,0.6815,2.735,-0.08503
18.0,8.297,6.226,0.289,0.6656,2.739,-0.08017
18.2,8.304,6.154,0.2826,0.6503,2.742,-0.07542
18.4,8.311,6.082,0.2746,0.6358,2.744,-0.07079
18.6,8.317,6.009,0.265,0.622,2.744,-0.06619
18.8,8.323,5.935,0.2539,0.6089,2.741,-0.06163
19.0,8.327,5.86,0.2412,0.5959,2.735,-0.05716
19.2,8.331,5.786,0.2271,0.5825,2.729,-0.05278
19.4,8.335,5.711,0.2116,0.5682,2.724,-0.04838
19.6,8.34,5.636,0.1949,0.5528,2.72,-0.04387
