Time,YawBrTAxp,YawBrTAyp,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
19.4,-0.021151842135931805,-0.0010859524640942028,-0.00805411525673853,7.967392009532429e-05,0.9166885034982313,-0.00013536484966250424,-0.09133317891369856,-2.2806913549777406e-05
19.6,-0.02218705154800349,-0.0001808198457336722,-0.007355448821265406,3.668149437425369e-05,0.8597126459452308,-2.3383540998201586e-05,-0.08870611350220649,-3.753955991360438e-05
19.8,-0.021005206118129068,0.0007860970628658971,-0.006770458122326688,1.3705183332638255e-06,0.7986188252485766,7.102583898863844e-05,-0.08639111861031913,-4.676221533881264e-05
20.0,-0.020100282368016514,0.000995630011570452,-0.006226117918126957,-3.244878496237651e-06,0.733717624361148,8.673662284588505e-05,-0.08421392308782703,-6.114621799932854e-05
20.2,-0.019753848190502823,0.00021354066092284718,-0.005703857911807012,2.3116877684085346e-05,0.6654114360894252,2.233467421288307e-05,-0.08212956354603354,-6.934945200361608e-05
20.4,-0.01807077396486388,-0.0007596322810391836,-0.005240893155836672,5.573323994355083e-05,0.5941852491156021,-5.7591073229510697e-05,-0.08022654935803843,-4.9776221168159585e-05
20.6,-0.014362300008106156,-0.0009073056852399201,-0.004841155697394493,6.480204552731963e-05,0.5204900296804772,-7.567327596211882e-05,-0.07850382177174475,-1.0174384014951136e-05
20.8,-0.010503574859219829,-9.920526628527939e-05,-0.004426155093986577,4.070939787248221e-05,0.4446974804713376,-8.684074163012113e-06,-0.07675182677077565,6.207176138237357e-06
21.0,-0.008940987072242976,0.0008693991052564333,-0.003913586819565341,1.8298428881955549e-06,0.36719174280192346,9.346544074952825e-05,-0.07475184528517377,-2.2886629916013506e-05
21.2,-0.009728622113277722,0.0012486488411024234,-0.003307477808954895,-2.205290283844602e-05,0.2884457520122143,0.00015296373643570492,-0.07250419541387458,-6.733485398774477e-05
21.4,-0.01158336597056844,0.0009631441629256924,-0.00265600223659888,-1.2516050005475797e-05,0.20895931096603776,0.00012350016969065722,-0.0701301862425889,-8.245084585332405e-05
21.6,-0.014308330657834373,0.0002706607912370061,-0.001978486185520054,2.78618241763463e-05,0.1291528185301319,1.3764177139457278e-05,-0.06769266183712891,-6.0841041962735596e-05
21.8,-0.018203927673496288,-0.0006524476358290926,-0.0012736703390130856,7.935407744327125e-05,0.04937986998263521,-0.00012368842408486445,-0.06521439566607859,-3.513703763658999e-05
22.0,-0.022242689572671913,-0.0015354112170703346,-0.0005882595553083058,0.0001155441537912168,-0.029964866026618058,-0.00021904145453785837,-0.06284013709120652,-2.6600889414158868e-05
22.2,-0.02358894583250858,-0.0017792619156680681,-2.8527413181113218e-05,0.00011540981661305409,-0.10841698187372563,-0.00021626483401475415,-0.06085267519919059,-2.601160579422922e-05
22.4,-0.020879679250811276,-0.0009420963351974427,0.0003523941484785374,7.604432252534824e-05,-0.185538750668689,-0.00010746933613086855,-0.059387452661513226,-2.4809843308699452e-05
