Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,2.779,0.0,-0.02,0.0,-0.207,0.0,-0.01904,-5.44
0.2,2.779,0.007051,-0.01994,-0.02088,-0.2067,-0.0001156,-0.03053,-4.397
0.4,2.779,0.02562,-0.01984,-0.07621,-0.2057,-0.0004732,-0.03303,-2.05
0.6,2.78,0.04948,-0.01976,-0.1481,-0.2042,-0.001106,-0.1597,0.3834
0.8,2.781,0.07167,-0.01966,-0.2158,-0.2023,-0.001724,-0.2639,2.406
1.0,2.781,0.08623,-0.01943,-0.2614,-0.2002,-0.001921,0.007647,4.082
1.2,2.782,0.08907,-0.01907,-0.2724,-0.1991,-0.001726,0.4469,5.092
1.4,2.781,0.0788,-0.01872,-0.2443,-0.2004,-0.001389,0.6479,4.461
1.6,2.78,0.0577,-0.01843,-0.1835,-0.2041,-0.001147,0.3472,1.981
1.8,2.778,0.03174,-0.01808,-0.1073,-0.2089,-0.0009112,-0.253,-1.066
2.0,2.777,0.008541,-0.01758,-0.03734,-0.2123,-0.000516,-0.5764,-3.22
2.2,2.777,-0.005712,-0.01699,0.007915,-0.213,-0.0001628,-0.515,-4.074
2.4,2.778,-0.007888,-0.01646,0.01856,-0.2108,-7.617e-05,-0.3032,-4.142
2.6,2.779,0.002162,-0.01603,-0.006579,-0.2064,-0.000295,-0.0517,-3.67
2.8,2.781,0.02189,-0.01554,-0.06038,-0.2014,-0.0006282,0.1643,-2.138
3.0,2.782,0.04607,-0.01492,-0.1277,-0.1977,-0.0009408,0.3955,0.5246
3.2,2.783,0.06758,-0.01422,-0.1881,-0.1967,-0.001378,0.5187,3.253
3.4,2.782,0.07964,-0.01357,-0.2219,-0.1989,-0.00188,0.2816,4.745
3.6,2.781,0.07843,-0.01297,-0.2177,-0.2031,-0.002142,-0.05369,4.516
3.8,2.779,0.06449,-0.01233,-0.1766,-0.2076,-0.001903,-0.2146,3.166
4.0,2.778,0.04201,-0.01163,-0.1098,-0.2114,-0.00127,-0.1561,1.277
4.2,2.777,0.01699,-0.01093,-0.03471,-0.2139,-0.0007226,-0.01333,-1.06
4.4,2.777,-0.004146,-0.0103,0.03,-0.2148,-0.0004694,-0.1275,-3.341
4.6,2.777,-0.01579,-0.009656,0.06783,-0.2134,-0.0004115,-0.3194,-4.705
4.8,2.778,-0.01479,-0.008956,0.06931,-0.2097,-0.0004552,-0.3463,-4.42
5.0,2.78,-0.001735,-0.008253,0.03573,-0.2045,-0.0006646,-0.1892,-2.672
5.2,2.782,0.01899,-0.007615,-0.02077,-0.1994,-0.001157,0.1542,-0.4976
5.4,2.783,0.04087,-0.007026,-0.08177,-0.196,-0.001689,0.391,1.49
5.6,2.783,0.05757,-0.006406,-0.1288,-0.1953,-0.001934,0.5015,3.088
5.8,2.782,0.06447,-0.005748,-0.1482,-0.1982,-0.001888,0.5324,4.114
6.0,2.78,0.05951,-0.00515,-0.1333,-0.2044,-0.001779,0.2944,4.146
6.2,2.778,0.04349,-0.004671,-0.08613,-0.2121,-0.001766,-0.09235,2.772
6.4,2.775,0.02029,-0.004248,-0.01772,-0.2185,-0.001633,-0.5012,0.4894
6.6,2.775,-0.003899,-0.003789,0.05428,-0.2212,-0.001201,-0.7112,-1.82
6.8,2.775,-0.02247,-0.003307,0.1109,-0.2193,-0.000691,-0.5389,-3.514
7.0,2.777,-0.03051,-0.002906,0.1377,-0.2139,-0.0004572,-0.2322,-4.227
7.2,2.78,-0.0263,-0.002611,0.1294,-0.2067,-0.0006321,0.1158,-3.875
7.4,2.782,-0.01167,-0.002337,0.09072,-0.1996,-0.0009758,0.3613,-2.376
7.6,2.784,0.008831,-0.002019,0.03443,-0.1948,-0.0013,0.4023,-0.05634
7.8,2.784,0.02912,-0.001703,-0.02194,-0.1935,-0.001683,0.405,2.221
8.0,2.783,0.04317,-0.001486,-0.06092,-0.1965,-0.002127,0.3013,3.729
8.2,2.781,0.04664,-0.001375,-0.06976,-0.2025,-0.002408,0.1947,4.113
8.4,2.779,0.03819,-0.001314,-0.04437,-0.2098,-0.002242,0.1102,3.431
8.6,2.776,0.02008,-0.001286,0.009153,-0.217,-0.001717,-0.1246,1.891
8.8,2.774,-0.002606,-0.001324,0.07654,-0.2221,-0.001256,-0.3818,-0.2742
9.0,2.774,-0.02366,-0.001441,0.14,-0.2238,-0.001069,-0.5901,-2.38
9.2,2.775,-0.03768,-0.001576,0.1836,-0.2208,-0.001047,-0.6013,-3.679
9.4,2.777,-0.04136,-0.00169,0.1975,-0.2136,-0.001,-0.3417,-3.869
9.6,2.781,-0.03408,-0.00183,0.1795,-0.2043,-0.001009,-0.02437,-3.05
9.8,2.784,-0.01799,-0.00205,0.1356,-0.1959,-0.001287,0.354,-1.579
10.0,2.785,0.002309,-0.002332,0.07898,-0.1909,-0.00175,0.6817,0.3678
10.2,2.785,0.02078,-0.00261,0.02703,-0.191,-0.002126,0.784,2.445
10.4,2.783,0.03181,-0.00289,-0.004059,-0.1962,-0.002268,0.6232,3.865
10.6,2.78,0.03212,-0.003253,-0.004533,-0.2054,-0.002292,0.1222,4.015
10.8,2.777,0.02176,-0.003739,0.026,-0.2157,-0.002331,-0.3989,2.866
11.0,2.774,0.003717,-0.004291,0.0792,-0.2238,-0.00223,-0.6213,1.07
11.2,2.773,-0.01714,-0.004815,0.1411,-0.2272,-0.001842,-0.5994,-0.7741
11.4,2.774,-0.03528,-0.005311,0.1954,-0.2252,-0.001315,-0.4487,-2.495
11.6,2.776,-0.04562,-0.005849,0.2274,-0.2186,-0.001003,-0.3448,-3.753
11.8,2.779,-0.04511,-0.00644,0.228,-0.2094,-0.001104,-0.1689,-3.947
12.0,2.782,-0.034,-0.007017,0.1977,-0.1996,-0.00143,0.2049,-2.726
12.2,2.785,-0.01594,-0.007527,0.1464,-0.1919,-0.001759,0.5363,-0.572
12.4,2.786,0.003467,-0.008023,0.08993,-0.1888,-0.002067,0.673,1.452
12.6,2.785,0.01883,-0.008587,0.04416,-0.1913,-0.002392,0.5628,2.733
12.8,2.783,0.02622,-0.009219,0.02087,-0.1988,-0.002645,0.3588,3.349
13.0,2.779,0.02369,-0.009863,0.02614,-0.2091,-0.002611,0.1905,3.394
13.2,2.775,0.01163,-0.0105,0.05911,-0.2197,-0.0023,-0.1391,2.576
13.4,2.773,-0.00682,-0.01117,0.1109,-0.2276,-0.001959,-0.6222,0.7133
13.6,2.772,-0.02625,-0.01186,0.1662,-0.2302,-0.001757,-0.9614,-1.552
13.8,2.773,-0.0409,-0.0125,0.2085,-0.2264,-0.001652,-0.8619,-3.107
14.0,2.776,-0.04674,-0.01305,0.2258,-0.2168,-0.001511,-0.3263,-3.467
14.2,2.781,-0.04255,-0.01356,0.2141,-0.2047,-0.00141,0.2304,-2.972
14.4,2.784,-0.02965,-0.01408,0.1767,-0.1938,-0.001539,0.5431,-2.016
14.6,2.787,-0.0113,-0.0146,0.1229,-0.1872,-0.001897,0.6748,-0.547
14.8,2.787,0.007715,-0.01506,0.06661,-0.1866,-0.002299,0.7315,1.459
15.0,2.785,0.02192,-0.01544,0.02359,-0.1922,-0.002556,0.6583,3.282
15.2,2.781,0.02703,-0.01583,0.00621,-0.2025,-0.00267,0.299,3.875
15.4,2.777,0.02181,-0.01629,0.01845,-0.2148,-0.002691,-0.252,2.989
15.6,2.773,0.008417,-0.01677,0.05458,-0.2252,-0.002546,-0.6377,1.357
15.8,2.771,-0.008816,-0.01717,0.1025,-0.2309,-0.002189,-0.6954,-0.2135
16.0,2.772,-0.02508,-0.01747,0.1483,-0.2303,-0.001741,-0.5958,-1.582
16.2,2.774,-0.03601,-0.01774,0.179,-0.2238,-0.001464,-0.5127,-2.844
16.4,2.778,-0.03837,-0.018,0.185,-0.2129,-0.00149,-0.3721,-3.541
16.6,2.782,-0.031,-0.01819,0.1628,-0.2002,-0.001695,0.02589,-3.011
16.8,2.786,-0.01574,-0.01826,0.1173,-0.1893,-0.001937,0.6055,-1.311
17.0,2.788,0.002931,-0.01826,0.06118,-0.1837,-0.002185,0.9823,0.6689
17.2,2.787,0.01971,-0.01827,0.009575,-0.1852,-0.002458,0.921,2.057
17.4,2.784,0.03036,-0.0183,-0.02505,-0.1935,-0.002679,0.5353,2.77
17.6,2.78,0.0326,-0.01829,-0.03552,-0.2061,-0.002699,0.08893,3.057
17.8,2.775,0.02605,-0.01822,-0.02043,-0.2193,-0.002524,-0.303,2.731
18.0,2.772,0.01247,-0.01813,0.01533,-0.2295,-0.002287,-0.7011,1.429
18.2,2.77,-0.004226,-0.01804,0.06056,-0.2335,-0.002078,-0.9841,-0.6178
18.4,2.772,-0.01879,-0.01789,0.1002,-0.23,-0.001869,-0.9103,-2.44
18.6,2.775,-0.02652,-0.01764,0.1208,-0.2198,-0.001629,-0.4625,-3.204
18.8,2.78,-0.02512,-0.01731,0.1153,-0.2062,-0.00149,0.1328,-2.951
19.0,2.785,-0.01514,-0.01697,0.0848,-0.1932,-0.001599,0.5445,-2.118
19.2,2.788,0.0006959,-0.01663,0.03675,-0.1842,-0.001921,0.7041,-0.9048
19.4,2.788,0.01838,-0.01623,-0.01732,-0.1815,-0.002272,0.7745,0.6852
19.6,2.787,0.03339,-0.01575,-0.06421,-0.1859,-0.002504,0.7272,2.344
19.8,2.783,0.04164,-0.01526,-0.09203,-0.1964,-0.00263,0.4886,3.272
20.0,2.778,0.04091,-0.01482,-0.09416,-0.2103,-0.002661,0.02151,2.992
20.2,2.774,0.03181,-0.01441,-0.07198,-0.2234,-0.002517,-0.5272,1.812
