Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,1.269,0.0,-0.012,0.0,-0.138,0.0,-0.006095,-5.44
0.2,1.269,0.007052,-0.01196,-0.02088,-0.1377,-8.893e-05,-0.02047,-4.397
0.4,1.269,0.02562,-0.01191,-0.07622,-0.1369,-0.0003758,-0.0287,-2.05
0.6,1.27,0.04951,-0.01193,-0.1481,-0.1356,-0.0009165,-0.1616,0.3838
0.8,1.27,0.07171,-0.01195,-0.2159,-0.1338,-0.001448,-0.2712,2.407
1.0,1.271,0.0863,-0.01188,-0.2615,-0.1318,-0.001588,-0.00231,4.082
1.2,1.271,0.08916,-0.01171,-0.2724,-0.1308,-0.001379,0.4361,5.092
1.4,1.271,0.07889,-0.01158,-0.2443,-0.132,-0.001079,0.6391,4.46
1.6,1.27,0.05777,-0.01153,-0.1835,-0.1357,-0.000914,0.3433,1.979
1.8,1.268,0.03178,-0.01146,-0.1072,-0.1403,-0.0007764,-0.2513,-1.067
2.0,1.267,0.008536,-0.01127,-0.03721,-0.1436,-0.0004717,-0.5698,-3.221
2.2,1.267,-0.005757,-0.01101,0.008112,-0.1443,-0.0001774,-0.5058,-4.075
2.4,1.268,-0.007952,-0.01085,0.01878,-0.1421,-0.0001048,-0.2937,-4.142
2.6,1.269,0.002112,-0.0108,-0.006384,-0.1378,-0.0002909,-0.04349,-3.669
2.8,1.271,0.02189,-0.01073,-0.06027,-0.133,-0.0005531,0.1687,-2.136
3.0,1.272,0.04616,-0.01053,-0.1278,-0.1294,-0.0007748,0.3944,0.5289
3.2,1.272,0.06778,-0.01028,-0.1882,-0.1286,-0.001127,0.5121,3.258
3.4,1.272,0.07993,-0.01009,-0.2221,-0.1309,-0.001576,0.2712,4.75
3.6,1.27,0.07879,-0.009967,-0.218,-0.1351,-0.001832,-0.06436,4.52
3.8,1.269,0.06486,-0.009803,-0.1768,-0.1396,-0.001632,-0.2223,3.166
4.0,1.267,0.04233,-0.009584,-0.1099,-0.1433,-0.001072,-0.1589,1.272
4.2,1.267,0.01721,-0.009374,-0.03458,-0.1457,-0.0006097,-0.01028,-1.069
4.4,1.266,-0.004046,-0.009217,0.03034,-0.1465,-0.0004306,-0.1199,-3.352
4.6,1.267,-0.0158,-0.009058,0.0683,-0.145,-0.0004156,-0.3095,-4.716
4.8,1.268,-0.01486,-0.00884,0.06982,-0.1414,-0.0004585,-0.3372,-4.427
5.0,1.27,-0.001804,-0.008616,0.03616,-0.1364,-0.000624,-0.1837,-2.672
5.2,1.272,0.01899,-0.008452,-0.02052,-0.1315,-0.001044,0.155,-0.4902
5.4,1.273,0.041,-0.008328,-0.08176,-0.1282,-0.001496,0.3872,1.504
5.6,1.273,0.05784,-0.008162,-0.129,-0.1278,-0.001677,0.4939,3.105
5.8,1.272,0.06486,-0.007943,-0.1485,-0.1307,-0.0016,0.5233,4.13
6.0,1.27,0.05998,-0.007765,-0.1336,-0.137,-0.0015,0.286,4.156
6.2,1.267,0.04397,-0.007683,-0.08629,-0.1447,-0.001535,-0.09777,2.774
6.4,1.265,0.0207,-0.00763,-0.0176,-0.151,-0.001478,-0.502,0.4812
6.6,1.264,-0.003617,-0.007515,0.05472,-0.1536,-0.001127,-0.7071,-1.838
