Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,6.604,0.039,0.27,0.219,7.646,0.014
0.2,6.599,0.03913,0.2696,0.2185,7.629,0.014
0.4,6.585,0.03955,0.2682,0.217,7.58,0.01404
0.6,6.565,0.04016,0.2655,0.2147,7.508,0.01409
0.8,6.543,0.04096,0.2613,0.2118,7.423,0.01423
1.0,6.523,0.04197,0.2556,0.2082,7.337,0.01451
1.2,6.506,0.04302,0.2481,0.2046,7.258,0.0149
1.4,6.495,0.04374,0.2387,0.202,7.19,0.01523
1.6,6.488,0.04394,0.2276,0.2009,7.129,0.01543
1.8,6.482,0.04381,0.215,0.2008,7.066,0.01556
2.0,6.474,0.04361,0.2014,0.2011,6.993,0.01566
2.2,6.46,0.04338,0.1869,0.2017,6.9,0.0156
2.4,6.439,0.04305,0.1719,0.2026,6.781,0.01522
2.6,6.41,0.04267,0.1565,0.2037,6.637,0.01454
2.8,6.376,0.04245,0.1407,0.2044,6.473,0.01371
3.0,6.339,0.04243,0.1245,0.2047,6.297,0.01292
3.2,6.303,0.04248,0.1077,0.2047,6.119,0.01226
3.4,6.27,0.04256,0.09044,0.2047,5.946,0.01175
3.6,6.241,0.04272,0.07264,0.2044,5.783,0.01139
3.8,6.216,0.04305,0.05429,0.2038,5.629,0.01118
4.0,6.194,0.0435,0.03565,0.2028,5.479,0.01104
4.2,6.171,0.04394,0.01707,0.202,5.327,0.01087
4.4,6.147,0.04414,-0.001228,0.202,5.166,0.0105
4.6,6.117,0.04394,-0.01909,0.2031,4.99,0.009772
4.8,6.083,0.04333,-0.03636,0.2055,4.798,0.008652
5.0,6.045,0.04249,-0.05293,0.2087,4.593,0.007281
5.2,6.004,0.04154,-0.06882,0.2123,4.378,0.005846
5.4,5.964,0.04046,-0.08407,0.2163,4.162,0.004428
5.6,5.925,0.03942,-0.09866,0.2203,3.951,0.003082
5.8,5.89,0.03874,-0.1126,0.2232,3.75,0.001904
6.0,5.86,0.03864,-0.126,0.2246,3.561,0.0009425
6.2,5.833,0.03894,-0.1387,0.2248,3.381,0.0001415
6.4,5.808,0.03934,-0.1506,0.2247,3.206,-0.000656
6.6,5.783,0.03963,-0.1614,0.225,3.031,-0.00159
6.8,5.756,0.03967,-0.1712,0.226,2.851,-0.002759
7.0,5.726,0.03926,-0.1799,0.2284,2.663,-0.004214
7.2,5.694,0.03823,-0.1875,0.2326,2.467,-0.005912
7.4,5.66,0.03666,-0.1938,0.2385,2.266,-0.007752
7.6,5.626,0.03479,-0.199,0.2452,2.066,-0.009641
7.8,5.593,0.03294,-0.2032,0.252,1.872,-0.01152
8.0,5.564,0.03142,-0.2063,0.2579,1.687,-0.01331
8.2,5.539,0.03049,-0.2085,0.2621,1.516,-0.01493
8.4,5.518,0.03022,-0.2096,0.2644,1.357,-0.01638
8.6,5.5,0.03042,-0.2098,0.2653,1.209,-0.01777
8.8,5.484,0.03088,-0.2089,0.2654,1.067,-0.01921
9.0,5.468,0.03129,-0.2069,0.2657,0.9267,-0.02078
9.2,5.451,0.03129,-0.204,0.2671,0.7857,-0.02247
9.4,5.433,0.03056,-0.2001,0.2706,0.6425,-0.02429
9.6,5.413,0.02904,-0.1953,0.2764,0.4985,-0.02622
9.8,5.394,0.02698,-0.1895,0.2838,0.3567,-0.02821
10.0,5.376,0.02468,-0.183,0.2919,0.2215,-0.03021
10.2,5.361,0.02246,-0.1757,0.2997,0.09679,-0.03215
10.4,5.35,0.02073,-0.1677,0.3062,-0.01466,-0.03396
10.6,5.343,0.01982,-0.159,0.3102,-0.1122,-0.03568
