Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,16.6,0.039,0.27,0.219,2.646,0.014
0.2,16.6,0.03914,0.2692,0.2185,2.638,0.014
0.4,16.59,0.03957,0.2668,0.2169,2.617,0.014
0.6,16.57,0.04021,0.2625,0.2146,2.586,0.01399
0.8,16.55,0.04107,0.2564,0.2115,2.551,0.01402
1.0,16.53,0.04215,0.2485,0.2079,2.519,0.01413
1.2,16.51,0.04323,0.239,0.2042,2.497,0.01432
1.4,16.49,0.04389,0.2277,0.2019,2.485,0.01451
1.6,16.48,0.0439,0.2148,0.2014,2.484,0.01467
1.8,16.46,0.04345,0.2004,0.2023,2.49,0.01484
2.0,16.44,0.04288,0.1845,0.2037,2.494,0.01504
2.2,16.42,0.04234,0.1674,0.2052,2.493,0.0152
2.4,16.39,0.04188,0.1493,0.2065,2.48,0.01522
2.6,16.35,0.04164,0.1302,0.2072,2.456,0.0151
2.8,16.31,0.04176,0.1101,0.207,2.423,0.01493
3.0,16.27,0.04215,0.08909,0.206,2.386,0.0148
3.2,16.23,0.04259,0.06735,0.2048,2.35,0.01476
3.4,16.18,0.04296,0.04502,0.2038,2.32,0.01481
3.6,16.14,0.04323,0.02214,0.2031,2.298,0.01492
3.8,16.1,0.04342,-0.001245,0.2027,2.286,0.01509
4.0,16.05,0.04353,-0.02491,0.2025,2.279,0.0153
4.2,16.01,0.04357,-0.04862,0.2026,2.275,0.01556
4.4,15.96,0.04352,-0.07223,0.203,2.267,0.01577
4.6,15.91,0.04334,-0.09568,0.2039,2.254,0.01585
4.8,15.86,0.04308,-0.1188,0.2051,2.232,0.0158
5.0,15.8,0.04283,-0.1415,0.2063,2.204,0.01568
5.2,15.74,0.04254,-0.1638,0.2077,2.172,0.01556
5.4,15.67,0.04214,-0.1854,0.2094,2.14,0.01548
5.6,15.61,0.0417,-0.2063,0.2112,2.112,0.01542
5.8,15.54,0.04142,-0.2265,0.2125,2.09,0.01543
6.0,15.48,0.04142,-0.2457,0.213,2.076,0.01555
6.2,15.42,0.04158,-0.264,0.2131,2.067,0.01577
6.4,15.35,0.0418,-0.281,0.213,2.062,0.01604
