Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,6.604,0.039,0.27,0.219,2.646,0.014,0.5138,-5.473
0.2,6.602,0.04619,0.2693,0.1976,2.64,0.01499,0.8701,-4.513
0.4,6.596,0.06517,0.2672,0.1408,2.622,0.01761,0.9925,-2.056
0.6,6.587,0.0897,0.2634,0.06669,2.596,0.02096,0.36,0.3336
0.8,6.578,0.1129,0.2581,-0.004217,2.568,0.0241,-0.3041,2.188
1.0,6.57,0.1287,0.2513,-0.05384,2.545,0.02621,-1.044,4.026
1.2,6.566,0.1329,0.2429,-0.06877,2.531,0.02666,-1.468,5.413
1.4,6.566,0.1233,0.233,-0.04304,2.529,0.02521,-1.481,4.9
1.6,6.57,0.1021,0.2216,0.01776,2.538,0.02216,-1.12,2.198
1.8,6.576,0.07535,0.2089,0.0959,2.555,0.01841,-0.2431,-1.093
2.0,6.582,0.05124,0.195,0.168,2.573,0.01498,0.7351,-3.348
2.2,6.586,0.03647,0.18,0.2144,2.585,0.01274,1.441,-4.332
2.4,6.586,0.03439,0.1642,0.2244,2.586,0.01211,1.62,-4.463
2.6,6.582,0.04501,0.1475,0.1973,2.575,0.01314,1.218,-3.723
2.8,6.575,0.06542,0.1299,0.1412,2.554,0.01544,0.6598,-1.941
3.0,6.566,0.0901,0.1115,0.07208,2.528,0.01833,-0.04054,0.5586
3.2,6.557,0.112,0.09263,0.01038,2.503,0.02094,-0.793,3.122
3.4,6.55,0.1243,0.07317,-0.02445,2.485,0.0224,-1.364,4.876
3.6,6.548,0.1233,0.05309,-0.021,2.478,0.0222,-1.508,4.948
3.8,6.549,0.1095,0.03244,0.01978,2.483,0.0203,-1.124,3.225
4.0,6.554,0.08725,0.01148,0.08582,2.497,0.01723,-0.44,0.7448
4.2,6.56,0.06284,-0.00953,0.1594,2.515,0.01382,0.2905,-1.363
4.4,6.565,0.04244,-0.03046,0.2221,2.53,0.01088,0.9282,-2.941
4.6,6.567,0.03123,-0.0512,0.2586,2.539,0.008999,1.265,-4.218
4.8,6.566,0.0324,-0.07164,0.2595,2.536,0.008544,1.355,-4.613
5.0,6.561,0.04569,-0.09173,0.225,2.523,0.009545,1.058,-3.245
5.2,6.553,0.06688,-0.1114,0.167,2.501,0.01158,0.4058,-0.5972
5.4,6.544,0.08911,-0.1305,0.1048,2.478,0.01386,-0.3735,1.87
5.6,6.537,0.1057,-0.1489,0.05766,2.457,0.01553,-1.055,3.38
5.8,6.533,0.1122,-0.1668,0.03904,2.446,0.01597,-1.391,4.103
6.0,6.532,0.107,-0.1841,0.0545,2.445,0.0149,-1.262,3.992
6.2,6.535,0.09109,-0.2007,0.1013,2.456,0.01245,-0.7856,2.69
6.4,6.54,0.06837,-0.2164,0.1684,2.473,0.009162,-0.1728,0.3914
6.6,6.546,0.04506,-0.231,0.238,2.491,0.005756,0.4891,-1.988
6.8,6.55,0.02773,-0.2444,0.2913,2.505,0.002955,1.063,-3.621
7.0,6.551,0.02105,-0.2566,0.3147,2.511,0.00131,1.367,-4.203
7.2,6.549,0.02624,-0.2674,0.3039,2.506,0.00108,1.235,-3.604
7.4,6.543,0.04109,-0.2769,0.2648,2.492,0.002117,0.7068,-1.98
7.6,6.536,0.06097,-0.285,0.2103,2.473,0.003873,0.009445,0.0855
7.8,6.528,0.08024,-0.2918,0.1569,2.454,0.005588,-0.6581,1.996
8.0,6.523,0.09338,-0.2972,0.1206,2.44,0.00656,-1.135,3.466
8.2,6.521,0.09632,-0.3013,0.1134,2.437,0.006327,-1.277,4.143
8.4,6.522,0.0878,-0.3042,0.1392,2.443,0.004757,-1.026,3.516
8.6,6.526,0.0701,-0.3058,0.1918,2.459,0.002077,-0.4891,1.622
8.8,6.532,0.04839,-0.3059,0.2567,2.479,-0.001167,0.1428,-0.6433
9.0,6.538,0.02876,-0.3046,0.3165,2.498,-0.004273,0.7353,-2.374
9.2,6.541,0.01618,-0.3018,0.3566,2.511,-0.006596,1.134,-3.38
9.4,6.541,0.01358,-0.2975,0.368,2.515,-0.007715,1.211,-3.727
9.6,6.538,0.02144,-0.2918,0.349,2.509,-0.007533,0.9454,-3.111
9.8,6.532,0.03748,-0.2846,0.306,2.496,-0.006324,0.4023,-1.379
10.0,6.525,0.05687,-0.2761,0.2527,2.481,-0.004677,-0.2608,0.8533
10.2,6.519,0.07366,-0.2665,0.2061,2.468,-0.003293,-0.83,2.646
10.4,6.516,0.08286,-0.2557,0.1809,2.462,-0.00275,-1.141,3.522
10.6,6.516,0.082,-0.2439,0.1844,2.466,-0.003377,-1.101,3.491
10.8,6.519,0.07149,-0.2311,0.2161,2.479,-0.005203,-0.7346,2.618
11.0,6.524,0.05428,-0.2175,0.2678,2.498,-0.007932,-0.209,0.9962
11.2,6.53,0.03499,-0.2029,0.326,2.519,-0.011,0.3487,-0.9777
11.4,6.534,0.0189,-0.1875,0.3754,2.538,-0.01372,0.8478,-2.667
11.6,6.537,0.01052,-0.1713,0.4028,2.55,-0.01553,1.123,-3.547
11.8,6.536,0.01214,-0.1543,0.4013,2.553,-0.01614,1.082,-3.37
