Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,6.604,0.039,0.27,0.219,2.646,0.014,-5.188,-0.03053
0.2,6.609,0.03914,0.2691,0.2185,2.661,0.01408,-3.621,-0.1115
0.4,6.622,0.03956,0.2665,0.217,2.698,0.01428,-1.303,-0.01972
0.6,6.638,0.04021,0.2621,0.2146,2.746,0.01449,1.041,-0.08758
0.8,6.651,0.0412,0.2561,0.2112,2.786,0.01461,3.303,-0.3311
1.0,6.657,0.04258,0.2488,0.2068,2.806,0.01459,3.94,-0.2635
1.2,6.654,0.04396,0.2402,0.2026,2.798,0.01434,3.173,0.3208
1.4,6.642,0.04449,0.2305,0.201,2.767,0.01367,1.421,0.7483
1.6,6.626,0.04361,0.2194,0.2033,2.72,0.01259,-0.3727,0.5366
1.8,6.61,0.04154,0.2072,0.2091,2.672,0.01135,-1.531,0.08553
2.0,6.597,0.03902,0.1937,0.2163,2.634,0.01025,-2.424,-0.1059
2.2,6.591,0.0368,0.1789,0.2227,2.615,0.00942,-2.665,-0.156
2.4,6.593,0.03545,0.1629,0.2266,2.617,0.008916,-2.23,-0.3711
2.6,6.601,0.03538,0.1458,0.2268,2.637,0.008733,-1.134,-0.616
2.8,6.612,0.03676,0.1277,0.2227,2.666,0.008821,0.4184,-0.5643
3.0,6.622,0.03934,0.1089,0.2152,2.692,0.009056,1.751,-0.2391
3.2,6.628,0.04234,0.08955,0.2065,2.708,0.009233,2.414,0.1354
3.4,6.627,0.04475,0.06982,0.1994,2.705,0.009139,2.198,0.4597
3.6,6.621,0.04573,0.04977,0.1964,2.685,0.008627,1.424,0.6936
3.8,6.61,0.04492,0.02938,0.1985,2.652,0.007703,0.4131,0.6651
4.0,6.597,0.04251,0.008703,0.2054,2.614,0.006536,-0.6839,0.3577
4.2,6.587,0.03916,-0.01217,0.215,2.582,0.005338,-1.594,0.02908
