Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,1.269,0.0,-0.012,0.0,-0.138,0.0,-5.731,0.02695
0.2,1.276,-1.084e-05,-0.01194,2.511e-05,-0.1168,-8.979e-06,-4.558,0.01479
0.4,1.295,-4.04e-05,-0.01183,9.373e-05,-0.06031,-5.256e-05,-2.479,0.1078
0.6,1.32,-0.0002042,-0.01177,0.0004503,0.01392,-0.0002252,0.5728,-0.1038
0.8,1.343,-0.0001945,-0.01175,0.0003255,0.08333,-0.0003975,3.552,-0.3959
1.0,1.357,0.0003735,-0.01172,-0.001173,0.1275,-0.0003268,4.693,-0.1334
1.2,1.358,0.001081,-0.01167,-0.002931,0.1344,-9.53e-05,4.808,0.3155
1.4,1.346,0.001186,-0.01168,-0.003015,0.1027,8.29e-05,3.22,0.6436
1.6,1.325,0.0001773,-0.01178,-0.000175,0.04167,2.753e-05,1.174,0.3563
1.8,1.3,-0.001417,-0.01183,0.004149,-0.03193,-0.0001433,-0.6041,-0.2991
2.0,1.278,-0.002412,-0.01174,0.006864,-0.09904,-0.0001805,-2.665,-0.5165
2.2,1.264,-0.002267,-0.01157,0.00648,-0.1426,-0.0001333,-3.796,-0.4217
2.4,1.262,-0.001146,-0.01146,0.003386,-0.1521,-9.704e-05,-4.399,-0.1625
2.6,1.273,0.0002918,-0.0114,-0.0006912,-0.1256,-9.625e-05,-3.787,-0.01002
2.8,1.293,0.001545,-0.01127,-0.004323,-0.07108,-4.935e-05,-1.725,0.107
3.0,1.317,0.002362,-0.01099,-0.006673,-0.00485,8.917e-05,0.6207,0.431
3.2,1.338,0.002325,-0.01064,-0.006584,0.05294,0.0001034,3.207,0.51
3.4,1.349,0.001333,-0.01035,-0.0038,0.08417,-7.305e-05,4.609,0.2504
3.6,1.347,-0.0002607,-0.01016,0.0006866,0.0782,-0.000258,4.644,-0.1913
3.8,1.333,-0.001699,-0.009999,0.004829,0.0352,-0.0002341,3.483,-0.4114
4.0,1.31,-0.002366,-0.009842,0.006955,-0.03362,2.17e-05,0.8773,-0.1433
4.2,1.284,-0.002417,-0.009699,0.007339,-0.1094,0.0002153,-1.686,0.05527
4.4,1.264,-0.002184,-0.009595,0.006746,-0.1717,0.0002165,-3.858,-0.004415
4.6,1.254,-0.001763,-0.009478,0.005398,-0.2041,0.0001443,-4.709,-0.2399
4.8,1.257,-0.0009137,-0.009282,0.002744,-0.1999,0.0001026,-3.86,-0.3386
5.0,1.271,0.0005359,-0.009049,-0.001503,-0.1631,8.52e-05,-2.311,-0.06504
5.2,1.292,0.002091,-0.00884,-0.005945,-0.1065,-2.949e-05,-0.04392,0.1668
5.4,1.313,0.003068,-0.008652,-0.008697,-0.0481,-0.0001364,1.861,0.3347
5.6,1.328,0.00295,-0.008414,-0.008347,-0.005439,-3.395e-05,3.217,0.4211
5.8,1.333,0.001679,-0.008109,-0.004706,0.008417,0.0002178,4.021,0.3986
6.0,1.327,-0.0003459,-0.007836,0.001154,-0.01179,0.0003927,3.505,0.2926
