Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,5.639,-0.041,0.17,0.28,1.938,-0.807,0.6458,-5.48
0.2,5.638,-0.03372,0.1696,0.2583,1.934,-0.8062,1.137,-4.623
0.4,5.634,-0.01432,0.1682,0.2004,1.923,-0.8041,0.44,-2.083
0.6,5.629,0.01076,0.1658,0.1247,1.907,-0.8016,-0.423,0.4151
0.8,5.624,0.03432,0.1624,0.05266,1.892,-0.7995,-1.027,2.431
1.0,5.62,0.05007,0.1582,0.003246,1.881,-0.7983,-1.175,4.315
1.2,5.619,0.0535,0.1529,-0.009993,1.876,-0.7985,-0.5896,5.429
1.4,5.619,0.04321,0.1467,0.01742,1.875,-0.8,-0.06276,4.568
1.6,5.619,0.02189,0.1397,0.07799,1.875,-0.8026,0.2048,1.832
1.8,5.62,-0.004037,0.1319,0.1534,1.875,-0.8056,0.4314,-1.236
2.0,5.619,-0.02678,0.1233,0.2213,1.873,-0.8084,0.6821,-3.404
2.2,5.618,-0.04015,0.1139,0.2633,1.868,-0.8104,0.7179,-4.473
2.4,5.615,-0.04109,0.1039,0.2698,1.861,-0.8108,0.314,-4.45
2.6,5.612,-0.02984,0.09337,0.2408,1.852,-0.8098,-0.2438,-3.266
2.8,5.61,-0.009708,0.08223,0.1854,1.845,-0.8081,-0.5952,-1.249
3.0,5.608,0.01358,0.07059,0.1201,1.841,-0.8062,-0.7099,0.9711
3.2,5.608,0.03327,0.05857,0.06452,1.841,-0.8048,-0.5489,3.025
3.4,5.609,0.04347,0.0462,0.03565,1.844,-0.8043,-0.1402,4.422
3.6,5.61,0.04116,0.03347,0.04266,1.847,-0.8051,0.3128,4.397
3.8,5.61,0.02725,0.02049,0.08353,1.847,-0.807,0.5875,2.837
4.0,5.608,0.006,0.007428,0.1466,1.844,-0.8097,0.6365,0.6117
4.2,5.606,-0.01678,-0.005707,0.215,1.836,-0.8126,0.5584,-1.433
4.4,5.602,-0.03527,-0.01888,0.2719,1.826,-0.815,0.3202,-3.106
4.6,5.598,-0.04469,-0.032,0.303,1.816,-0.8164,-0.1469,-4.201
4.8,5.595,-0.04254,-0.04496,0.3008,1.808,-0.8165,-0.5962,-4.025
5.0,5.594,-0.02973,-0.05776,0.2676,1.804,-0.8155,-0.7306,-2.361
5.2,5.594,-0.01059,-0.07037,0.2154,1.807,-0.8142,-0.634,-0.1252
5.4,5.596,0.008714,-0.08267,0.1615,1.814,-0.8129,-0.4447,1.73
5.6,5.599,0.02243,-0.09455,0.1228,1.824,-0.8122,-0.1008,3.03
5.8,5.602,0.02675,-0.106,0.1106,1.833,-0.8125,0.4389,3.76
6.0,5.603,0.02029,-0.117,0.1295,1.838,-0.8138,0.9191,3.533
6.2,5.602,0.004424,-0.1275,0.176,1.835,-0.8161,0.9734,2.137
6.4,5.598,-0.01688,-0.1373,0.2387,1.827,-0.8189,0.6181,0.0442
6.6,5.593,-0.03789,-0.1465,0.3014,1.815,-0.8217,0.1598,-1.979
6.8,5.589,-0.05294,-0.155,0.3478,1.802,-0.8239,-0.2831,-3.383
7.0,5.585,-0.05829,-0.1627,0.3668,1.793,-0.825,-0.6699,-3.734
7.2,5.584,-0.05322,-0.1697,0.3559,1.791,-0.8249,-0.9043,-2.929
7.4,5.585,-0.04,-0.1759,0.321,1.796,-0.8241,-0.8961,-1.433
7.6,5.588,-0.02288,-0.1813,0.2743,1.808,-0.823,-0.5914,0.2042
7.8,5.593,-0.006886,-0.1859,0.2301,1.823,-0.8221,-0.03558,1.819
8.0,5.597,0.003185,-0.1894,0.2024,1.838,-0.8219,0.6117,3.21
8.2,5.6,0.003953,-0.1921,0.2012,1.848,-0.8225,1.081,3.717
8.4,5.6,-0.005246,-0.1939,0.2287,1.85,-0.8243,1.091,2.854
8.6,5.597,-0.02197,-0.1947,0.2782,1.844,-0.8267,0.7015,1.09
8.8,5.592,-0.0416,-0.1946,0.3367,1.833,-0.8295,0.2215,-0.6855
9.0,5.587,-0.05904,-0.1937,0.3896,1.821,-0.832,-0.2396,-2.091
9.2,5.583,-0.07008,-0.1919,0.4244,1.811,-0.8337,-0.6946,-3.057
9.4,5.581,-0.0722,-0.1891,0.4336,1.808,-0.8342,-1.029,-3.286
9.6,5.582,-0.06518,-0.1856,0.4162,1.814,-0.8338,-1.037,-2.501
9.8,5.585,-0.05136,-0.1812,0.3788,1.827,-0.8328,-0.6439,-0.949
10.0,5.591,-0.03512,-0.176,0.3339,1.846,-0.8317,-0.05581,0.7932
10.2,5.596,-0.02153,-0.17,0.2958,1.865,-0.8309,0.4978,2.293
10.4,5.6,-0.01472,-0.1632,0.2769,1.88,-0.8308,0.9206,3.198
10.6,5.602,-0.01676,-0.1556,0.2833,1.887,-0.8316,1.069,3.131
10.8,5.6,-0.02716,-0.1474,0.3139,1.886,-0.8334,0.8692,2.116
11.0,5.596,-0.04319,-0.1385,0.3613,1.878,-0.8357,0.4474,0.6394
11.2,5.591,-0.06068,-0.129,0.4133,1.866,-0.8381,-0.06976,-0.9077
11.4,5.586,-0.07502,-0.119,0.4565,1.856,-0.84,-0.5825,-2.319
11.6,5.584,-0.08232,-0.1085,0.4796,1.852,-0.8411,-0.956,-3.165
11.8,5.584,-0.08073,-0.09761,0.4769,1.855,-0.8411,-1.05,-2.957
12.0,5.587,-0.07115,-0.08638,0.4506,1.867,-0.8403,-0.7856,-1.781
12.2,5.592,-0.0568,-0.0749,0.4095,1.886,-0.8392,-0.3149,-0.2809
12.4,5.598,-0.04201,-0.06317,0.3662,1.907,-0.8379,0.1907,1.108
12.6,5.603,-0.03101,-0.05119,0.3329,1.926,-0.8371,0.7101,2.344
12.8,5.606,-0.02702,-0.03906,0.3193,1.938,-0.8371,1.086,3.103
13.0,5.606,-0.03144,-0.02687,0.3298,1.941,-0.838,1.069,2.846
13.2,5.603,-0.04326,-0.01467,0.3617,1.936,-0.8398,0.6654,1.608
