Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,15.64,-0.041,0.17,0.28,1.938,-0.807
0.2,15.64,-0.04077,0.1695,0.2792,1.932,-0.8069
0.4,15.63,-0.03994,0.1678,0.2765,1.917,-0.8066
0.6,15.61,-0.03876,0.165,0.2726,1.896,-0.8063
0.8,15.6,-0.03743,0.1609,0.2682,1.873,-0.8061
1.0,15.58,-0.03622,0.1557,0.2641,1.855,-0.8057
1.2,15.57,-0.03558,0.1494,0.2616,1.842,-0.8051
1.4,15.55,-0.03573,0.142,0.2613,1.836,-0.8045
1.6,15.54,-0.03642,0.1335,0.2626,1.835,-0.8039
1.8,15.52,-0.03713,0.1241,0.2641,1.835,-0.8034
2.0,15.5,-0.0376,0.1138,0.2651,1.834,-0.8029
2.2,15.48,-0.03791,0.1026,0.2657,1.827,-0.8024
2.4,15.45,-0.03808,0.09066,0.2658,1.813,-0.8017
2.6,15.42,-0.03796,0.07815,0.2652,1.793,-0.8009
2.8,15.38,-0.03759,0.06497,0.2639,1.769,-0.8001
3.0,15.35,-0.03728,0.05115,0.2627,1.744,-0.7994
3.2,15.31,-0.03729,0.03682,0.2624,1.721,-0.7986
3.4,15.27,-0.03756,0.02209,0.2628,1.703,-0.7977
3.6,15.24,-0.03787,0.007011,0.2634,1.69,-0.7966
3.8,15.2,-0.03814,-0.00834,0.2639,1.681,-0.7955
4.0,15.16,-0.03842,-0.02384,0.2646,1.674,-0.7945
4.2,15.12,-0.03872,-0.03939,0.2652,1.666,-0.7934
4.4,15.07,-0.03901,-0.05495,0.2659,1.656,-0.7923
4.6,15.03,-0.03924,-0.0704,0.2665,1.641,-0.7912
4.8,14.98,-0.03946,-0.0856,0.2671,1.621,-0.7899
5.0,14.92,-0.03983,-0.1005,0.2681,1.599,-0.7887
5.2,14.87,-0.04049,-0.1152,0.27,1.576,-0.7875
5.4,14.81,-0.04142,-0.1296,0.2726,1.556,-0.7863
5.6,14.75,-0.04235,-0.1435,0.2752,1.539,-0.785
5.8,14.7,-0.04311,-0.1568,0.2774,1.527,-0.7835
6.0,14.64,-0.04375,-0.1695,0.2792,1.518,-0.7819
6.2,14.58,-0.04434,-0.1815,0.2809,1.511,-0.7804
6.4,14.52,-0.04479,-0.1927,0.2821,1.504,-0.7789
6.6,14.46,-0.04502,-0.2031,0.2828,1.497,-0.7773
6.8,14.4,-0.04518,-0.2126,0.2833,1.486,-0.7757
7.0,14.33,-0.0456,-0.2212,0.2846,1.474,-0.7741
7.2,14.26,-0.04646,-0.2287,0.2872,1.459,-0.7725
7.4,14.19,-0.04772,-0.2354,0.2909,1.445,-0.7709
7.6,14.12,-0.0492,-0.241,0.2953,1.433,-0.7693
7.8,14.05,-0.05074,-0.2456,0.2999,1.424,-0.7677
8.0,13.98,-0.05218,-0.2491,0.3042,1.419,-0.7658
8.2,13.91,-0.05337,-0.2514,0.3078,1.416,-0.7639
8.4,13.83,-0.05415,-0.2527,0.3102,1.416,-0.762
8.6,13.76,-0.0545,-0.2528,0.3114,1.417,-0.7602
8.8,13.69,-0.05458,-0.2517,0.3118,1.418,-0.7583
9.0,13.61,-0.05473,-0.2495,0.3124,1.417,-0.7564
9.2,13.53,-0.05526,-0.2461,0.314,1.416,-0.7544
9.4,13.45,-0.05624,-0.2416,0.3169,1.414,-0.7524
9.6,13.37,-0.05764,-0.2361,0.321,1.412,-0.7504
9.8,13.29,-0.05937,-0.2296,0.326,1.412,-0.7485
10.0,13.21,-0.06129,-0.2221,0.3316,1.414,-0.7466
10.2,13.12,-0.06309,-0.2136,0.3369,1.419,-0.7446
10.4,13.04,-0.06444,-0.2042,0.3409,1.426,-0.7424
10.6,12.96,-0.06525,-0.1939,0.3433,1.436,-0.7402
10.8,12.87,-0.06562,-0.1828,0.3445,1.447,-0.738
11.0,12.79,-0.06578,-0.171,0.3448,1.458,-0.7358
11.2,12.7,-0.06591,-0.1584,0.3451,1.469,-0.7336
11.4,12.61,-0.0662,-0.1451,0.3457,1.479,-0.7313
11.6,12.52,-0.06686,-0.1313,0.3473,1.489,-0.729
11.8,12.43,-0.06798,-0.117,0.3503,1.499,-0.7268
12.0,12.34,-0.06953,-0.1023,0.3545,1.51,-0.7246
12.2,12.25,-0.07134,-0.08733,0.3593,1.522,-0.7224
12.4,12.16,-0.07311,-0.07212,0.364,1.537,-0.7202
12.6,12.07,-0.07453,-0.0567,0.3677,1.553,-0.7178
12.8,11.98,-0.07548,-0.04117,0.37,1.571,-0.7154
13.0,11.88,-0.07599,-0.02564,0.3709,1.59,-0.713
13.2,11.79,-0.07612,-0.01017,0.3706,1.609,-0.7106
13.4,11.7,-0.07595,0.0052,0.3693,1.629,-0.7081
13.6,11.6,-0.07576,0.02037,0.3679,1.648,-0.7056
13.8,11.51,-0.0759,0.03525,0.3674,1.666,-0.7032
14.0,11.41,-0.07659,0.04977,0.3684,1.685,-0.7008
14.2,11.31,-0.07779,0.06384,0.3707,1.703,-0.6985
14.4,11.21,-0.07927,0.07738,0.3739,1.723,-0.6962
14.6,11.12,-0.08083,0.0903,0.3772,1.744,-0.6939
14.8,11.02,-0.08221,0.1026,0.38,1.766,-0.6915
15.0,10.92,-0.08316,0.1142,0.3815,1.788,-0.689
15.2,10.82,-0.08352,0.125,0.3813,1.812,-0.6866
15.4,10.72,-0.08335,0.135,0.3795,1.836,-0.6842
15.6,10.62,-0.08286,0.1442,0.3766,1.859,-0.6817
15.8,10.52,-0.08234,0.1525,0.3735,1.883,-0.6793
16.0,10.42,-0.08207,0.1599,0.371,1.906,-0.6768
16.2,10.32,-0.08222,0.1662,0.3696,1.928,-0.6744
16.4,10.22,-0.08285,0.1716,0.3695,1.951,-0.6721
16.6,10.12,-0.08382,0.1759,0.3704,1.973,-0.6699
16.8,10.02,-0.08495,0.1792,0.3717,1.996,-0.6677
17.0,9.916,-0.08603,0.1814,0.3728,2.019,-0.6656
17.2,9.814,-0.08679,0.1825,0.373,2.042,-0.6634
17.4,9.711,-0.08707,0.1825,0.3718,2.066,-0.6611
17.6,9.609,-0.08688,0.1815,0.3691,2.09,-0.6589
17.8,9.506,-0.08636,0.1794,0.3653,2.114,-0.6567
18.0,9.403,-0.0857,0.1763,0.361,2.137,-0.6544
18.2,9.299,-0.08506,0.1722,0.3567,2.159,-0.6522
18.4,9.195,-0.08464,0.1671,0.353,2.181,-0.6501
18.6,9.091,-0.08462,0.161,0.3503,2.202,-0.6481
18.8,8.986,-0.08506,0.154,0.349,2.223,-0.6463
19.0,8.882,-0.08581,0.1461,0.3485,2.243,-0.6445
19.2,8.777,-0.08666,0.1373,0.3483,2.263,-0.6427
19.4,8.672,-0.08736,0.1278,0.3477,2.283,-0.6409
19.6,8.568,-0.08773,0.1175,0.3461,2.303,-0.6391
19.8,8.463,-0.08768,0.1065,0.3432,2.322,-0.6374
20.0,8.358,-0.08717,0.09492,0.339,2.341,-0.6357
20.2,8.254,-0.08634,0.08276,0.3339,2.36,-0.634
20.4,8.149,-0.08542,0.07013,0.3284,2.377,-0.6323
20.6,8.044,-0.08469,0.05708,0.3233,2.394,-0.6307
20.8,7.938,-0.08437,0.04369,0.3194,2.409,-0.6293
21.0,7.833,-0.08452,0.03002,0.3169,2.424,-0.6279
21.2,7.728,-0.08504,0.01614,0.3154,2.438,-0.6267
21.4,7.623,-0.08576,0.002121,0.3145,2.452,-0.6255
21.6,7.518,-0.08646,-0.01196,0.3136,2.465,-0.6245
21.8,7.412,-0.08692,-0.026,0.3121,2.477,-0.6234
22.0,7.307,-0.087,-0.03996,0.3095,2.488,-0.6224
22.2,7.203,-0.08667,-0.05377,0.3057,2.499,-0.6214
22.4,7.098,-0.08604,-0.06735,0.3011,2.51,-0.6205
22.6,6.994,-0.0853,-0.0806,0.2961,2.52,-0.6195
22.8,6.889,-0.08465,-0.09345,0.2913,2.529,-0.6186
23.0,6.785,-0.08427,-0.1059,0.2873,2.536,-0.6179
23.2,6.68,-0.08425,-0.1178,0.2844,2.543,-0.6173
23.4,6.576,-0.08458,-0.1291,0.2825,2.549,-0.6168
23.6,6.472,-0.08518,-0.1398,0.2814,2.554,-0.6165
23.8,6.368,-0.08594,-0.1499,0.2809,2.558,-0.6162
24.0,6.264,-0.08665,-0.1592,0.2803,2.562,-0.616
24.2,6.16,-0.08715,-0.1677,0.2792,2.564,-0.6158
24.4,6.057,-0.08733,-0.1755,0.2772,2.567,-0.6156
24.6,5.954,-0.08721,-0.1824,0.2744,2.569,-0.6155
24.8,5.851,-0.08688,-0.1883,0.2709,2.57,-0.6155
25.0,5.749,-0.08644,-0.1934,0.2672,2.57,-0.6155
25.2,5.647,-0.08607,-0.1975,0.2637,2.57,-0.6156
25.4,5.545,-0.08602,-0.2007,0.2612,2.569,-0.6158
25.6,5.443,-0.08639,-0.2029,0.2599,2.566,-0.6162
25.8,5.342,-0.08714,-0.204,0.2598,2.564,-0.6167
26.0,5.241,-0.08816,-0.2042,0.2606,2.56,-0.6172
26.2,5.14,-0.08926,-0.2035,0.2616,2.556,-0.6178
26.4,5.04,-0.09027,-0.2017,0.2625,2.551,-0.6186
26.6,4.94,-0.09099,-0.1989,0.2627,2.546,-0.6193
26.8,4.841,-0.09136,-0.1953,0.262,2.54,-0.6201
27.0,4.742,-0.09144,-0.1906,0.2605,2.534,-0.621
27.2,4.644,-0.09138,-0.1851,0.2586,2.528,-0.6218
27.4,4.546,-0.09137,-0.1787,0.2569,2.521,-0.6228
27.6,4.448,-0.0916,-0.1714,0.256,2.514,-0.6238
27.8,4.351,-0.09219,-0.1634,0.2561,2.506,-0.6249
28.0,4.254,-0.09314,-0.1546,0.2573,2.497,-0.6262
28.2,4.158,-0.09436,-0.145,0.2594,2.488,-0.6276
28.4,4.062,-0.09571,-0.1349,0.262,2.478,-0.6291
28.6,3.967,-0.09705,-0.1241,0.2647,2.468,-0.6306
28.8,3.873,-0.09825,-0.1128,0.267,2.458,-0.6322
29.0,3.779,-0.09921,-0.1011,0.2687,2.448,-0.6338
29.2,3.685,-0.0999,-0.08888,0.2698,2.439,-0.6355
29.4,3.593,-0.1004,-0.07636,0.2703,2.429,-0.6371
29.6,3.501,-0.1009,-0.06356,0.2708,2.419,-0.6388
29.8,3.409,-0.1014,-0.05054,0.2714,2.409,-0.6406
30.0,3.318,-0.1021,-0.03737,0.2726,2.398,-0.6425
30.2,3.228,-0.103,-0.02415,0.2747,2.387,-0.6445
