Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,6.604,0.039,0.27,0.219,2.646,10.01
0.2,6.602,0.03896,0.2693,0.2192,2.64,10.01
0.4,6.596,0.03889,0.2671,0.2197,2.622,10.01
0.6,6.587,0.03887,0.2633,0.2202,2.597,10.0
0.8,6.578,0.03914,0.2578,0.2201,2.569,9.99
1.0,6.57,0.04,0.2509,0.2186,2.544,9.977
1.2,6.565,0.04151,0.2423,0.2156,2.529,9.962
1.4,6.563,0.04336,0.2323,0.2119,2.525,9.943
1.6,6.566,0.04526,0.2207,0.2083,2.532,9.922
1.8,6.571,0.04722,0.2077,0.2047,2.546,9.899
2.0,6.575,0.04932,0.1935,0.2011,2.561,9.873
2.2,6.578,0.05143,0.1781,0.1979,2.571,9.845
2.4,6.578,0.0534,0.1617,0.1953,2.572,9.814
2.6,6.573,0.05535,0.1444,0.193,2.562,9.78
2.8,6.567,0.05753,0.1262,0.1905,2.545,9.744
3.0,6.558,0.06005,0.1071,0.1872,2.524,9.705
3.2,6.551,0.06291,0.08737,0.1832,2.505,9.664
3.4,6.545,0.06612,0.06704,0.1783,2.491,9.621
3.6,6.542,0.06974,0.04614,0.1726,2.486,9.575
3.8,6.542,0.07376,0.02474,0.1659,2.49,9.527
4.0,6.544,0.0781,0.003013,0.1586,2.5,9.477
4.2,6.547,0.08258,-0.0188,0.1512,2.512,9.424
4.4,6.549,0.08701,-0.04057,0.1442,2.522,9.368
4.6,6.549,0.09126,-0.06221,0.1381,2.527,9.31
4.8,6.546,0.09538,-0.08359,0.1328,2.524,9.25
5.0,6.542,0.09952,-0.1046,0.1278,2.515,9.187
5.2,6.536,0.1037,-0.1252,0.123,2.503,9.121
5.4,6.529,0.1081,-0.1453,0.1181,2.491,9.053
5.6,6.524,0.1127,-0.1648,0.1128,2.481,8.983
5.8,6.521,0.1178,-0.1836,0.1063,2.478,8.91
6.0,6.52,0.1234,-0.2018,0.0985,2.481,8.835
6.2,6.521,0.1295,-0.2192,0.08984,2.489,8.758
6.4,6.523,0.1357,-0.2355,0.08102,2.5,8.678
6.6,6.524,0.142,-0.2507,0.07246,2.511,8.596
6.8,6.524,0.1481,-0.2648,0.06442,2.518,8.512
7.0,6.523,0.1541,-0.2776,0.05734,2.521,8.425
7.2,6.52,0.1598,-0.289,0.05149,2.519,8.337
7.4,6.515,0.1653,-0.2991,0.0467,2.514,8.246
7.6,6.511,0.1707,-0.3078,0.04238,2.508,8.153
7.8,6.507,0.1763,-0.315,0.03789,2.504,8.058
8.0,6.504,0.1823,-0.3209,0.03271,2.503,7.961
8.2,6.502,0.1887,-0.3253,0.02652,2.508,7.862
8.4,6.502,0.1956,-0.3282,0.01932,2.516,7.761
8.6,6.503,0.2028,-0.3297,0.01144,2.527,7.659
8.8,6.504,0.2102,-0.3296,0.003393,2.538,7.554
9.0,6.504,0.2176,-0.328,-0.004221,2.547,7.448
9.2,6.504,0.2247,-0.3248,-0.01074,2.554,7.34
9.4,6.502,0.2314,-0.3201,-0.01568,2.557,7.23
9.6,6.499,0.2376,-0.3139,-0.01905,2.557,7.119
9.8,6.495,0.2437,-0.3063,-0.02136,2.557,7.005
10.0,6.492,0.2497,-0.2972,-0.02316,2.557,6.89
10.2,6.489,0.2558,-0.2869,-0.02497,2.559,6.774
10.4,6.488,0.2623,-0.2754,-0.02738,2.565,6.655
10.6,6.487,0.2692,-0.2626,-0.03086,2.574,6.536
10.8,6.488,0.2767,-0.2487,-0.03538,2.584,6.414
11.0,6.488,0.2844,-0.2338,-0.04036,2.595,6.292
11.2,6.488,0.2921,-0.2178,-0.04503,2.605,6.167
11.4,6.487,0.2996,-0.2009,-0.04876,2.614,6.042
11.6,6.486,0.3067,-0.1831,-0.05109,2.62,5.915
11.8,6.484,0.3134,-0.1646,-0.05167,2.623,5.786
12.0,6.481,0.3196,-0.1455,-0.05053,2.626,5.656
12.2,6.479,0.3255,-0.1258,-0.04814,2.629,5.524
12.4,6.477,0.3313,-0.1058,-0.04528,2.634,5.391
12.6,6.475,0.3374,-0.08554,-0.04274,2.64,5.257
12.8,6.475,0.3439,-0.06509,-0.04107,2.648,5.122
13.0,6.475,0.3508,-0.04456,-0.04041,2.658,4.986
13.2,6.475,0.3581,-0.02408,-0.0405,2.668,4.849
13.4,6.475,0.3655,-0.003727,-0.04076,2.678,4.71
13.6,6.474,0.3729,0.01644,-0.04058,2.686,4.571
13.8,6.473,0.3799,0.03632,-0.03926,2.692,4.431
14.0,6.471,0.3865,0.0558,-0.03621,2.697,4.289
14.2,6.469,0.3924,0.07476,-0.03118,2.702,4.147
14.4,6.467,0.3979,0.09309,-0.02451,2.706,4.004
14.6,6.466,0.4031,0.1107,-0.01698,2.71,3.86
14.8,6.464,0.4084,0.1275,-0.009391,2.716,3.715
15.0,6.463,0.414,0.1433,-0.002317,2.723,3.57
15.2,6.463,0.4199,0.1581,0.003858,2.731,3.424
15.4,6.463,0.4263,0.1719,0.008988,2.739,3.277
15.6,6.462,0.4329,0.1845,0.01334,2.747,3.13
15.8,6.462,0.4397,0.196,0.0176,2.754,2.983
16.0,6.46,0.4462,0.2063,0.02263,2.759,2.835
16.2,6.459,0.4523,0.2153,0.0291,2.764,2.686
16.4,6.457,0.4577,0.2231,0.03733,2.767,2.537
16.6,6.455,0.4627,0.2294,0.04727,2.771,2.387
16.8,6.454,0.4672,0.2344,0.05846,2.774,2.237
17.0,6.452,0.4716,0.2379,0.07015,2.778,2.087
17.2,6.451,0.4762,0.24,0.08162,2.783,1.936
17.4,6.45,0.481,0.2406,0.09223,2.788,1.786
17.6,6.45,0.4863,0.2397,0.1016,2.793,1.635
17.8,6.449,0.492,0.2373,0.1099,2.799,1.484
18.0,6.448,0.4979,0.2336,0.1175,2.803,1.333
18.2,6.447,0.5037,0.2284,0.1253,2.806,1.182
18.4,6.445,0.5092,0.2219,0.1339,2.809,1.031
18.6,6.443,0.5142,0.2141,0.1439,2.81,0.8794
18.8,6.441,0.5186,0.2049,0.1554,2.811,0.7283
19.0,6.44,0.5225,0.1945,0.1683,2.812,0.5773
19.2,6.438,0.5262,0.183,0.182,2.814,0.4263
19.4,6.437,0.5298,0.1703,0.1956,2.815,0.2756
19.6,6.435,0.5337,0.1565,0.2084,2.817,0.1252
19.8,6.434,0.5379,0.1417,0.22,2.82,-0.02492
20.0,6.433,0.5426,0.126,0.2302,2.821,-0.1746
