Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,5.639,-0.041,0.17,5.28,1.938,-0.807
0.2,5.638,-0.03794,0.1697,5.268,1.934,-0.8069
0.4,5.634,-0.02929,0.1688,5.235,1.922,-0.8065
0.6,5.628,-0.01689,0.1669,5.184,1.906,-0.8061
0.8,5.623,-0.002731,0.1641,5.124,1.891,-0.8052
1.0,5.619,0.01134,0.1604,5.058,1.879,-0.8036
1.2,5.618,0.02383,0.1556,4.991,1.874,-0.8011
1.4,5.619,0.03417,0.1498,4.926,1.876,-0.798
1.6,5.621,0.04312,0.143,4.86,1.881,-0.7943
1.8,5.624,0.05261,0.1354,4.788,1.889,-0.7903
2.0,5.626,0.0648,0.1271,4.704,1.896,-0.7859
2.2,5.627,0.08117,0.1183,4.603,1.899,-0.7812
2.4,5.626,0.1024,0.1091,4.484,1.897,-0.7761
2.6,5.624,0.1284,0.09953,4.347,1.891,-0.7704
2.8,5.621,0.1583,0.08959,4.195,1.883,-0.7644
3.0,5.618,0.1904,0.07918,4.032,1.876,-0.7581
3.2,5.616,0.2227,0.06835,3.864,1.872,-0.7513
3.4,5.616,0.2536,0.05716,3.697,1.871,-0.744
3.6,5.617,0.2825,0.04561,3.533,1.875,-0.7364
3.8,5.619,0.3096,0.03377,3.371,1.881,-0.7287
4.0,5.621,0.3358,0.02179,3.209,1.888,-0.7208
4.2,5.623,0.3626,0.009771,3.043,1.893,-0.7128
4.4,5.623,0.3913,-0.002212,2.869,1.896,-0.7045
4.6,5.623,0.4231,-0.01404,2.684,1.897,-0.6958
4.8,5.622,0.4585,-0.02559,2.487,1.894,-0.6865
5.0,5.621,0.497,-0.03689,2.28,1.891,-0.6768
5.2,5.619,0.5373,-0.048,2.065,1.889,-0.6669
5.4,5.619,0.5778,-0.05889,1.848,1.889,-0.6567
5.6,5.62,0.6171,-0.06947,1.634,1.892,-0.6463
5.8,5.622,0.6543,-0.07969,1.425,1.897,-0.6357
6.0,5.624,0.689,-0.08955,1.222,1.904,-0.6253
6.2,5.626,0.7213,-0.09898,1.025,1.911,-0.6151
6.4,5.627,0.7523,-0.1079,0.8324,1.916,-0.6049
6.6,5.628,0.7832,-0.1163,0.6396,1.919,-0.5946
6.8,5.628,0.8154,-0.1241,0.4434,1.92,-0.5842
7.0,5.628,0.8495,-0.1313,0.2422,1.919,-0.5735
7.2,5.627,0.8853,-0.1378,0.03631,1.919,-0.5626
7.4,5.627,0.9223,-0.1437,-0.1723,1.92,-0.5515
7.6,5.628,0.9593,-0.1491,-0.3806,1.923,-0.5405
7.8,5.63,0.9953,-0.1537,-0.5848,1.928,-0.5296
8.0,5.632,1.029,-0.1576,-0.7815,1.936,-0.5189
8.2,5.635,1.06,-0.1608,-0.9682,1.944,-0.5085
8.4,5.637,1.087,-0.1633,-1.144,1.952,-0.4986
8.6,5.639,1.112,-0.165,-1.311,1.958,-0.4891
8.8,5.64,1.135,-0.166,-1.472,1.962,-0.4798
9.0,5.641,1.158,-0.1663,-1.628,1.964,-0.4706
9.2,5.641,1.18,-0.1659,-1.783,1.966,-0.4613
9.4,5.641,1.204,-0.1647,-1.937,1.967,-0.4521
9.6,5.642,1.227,-0.163,-2.091,1.97,-0.443
9.8,5.643,1.251,-0.1606,-2.242,1.976,-0.4342
10.0,5.645,1.274,-0.1576,-2.388,1.983,-0.4258
10.2,5.648,1.294,-0.1539,-2.525,1.992,-0.4179
10.4,5.651,1.312,-0.1495,-2.651,2.001,-0.4104
10.6,5.654,1.326,-0.1444,-2.765,2.01,-0.4035
10.8,5.656,1.337,-0.1387,-2.865,2.017,-0.3971
11.0,5.657,1.346,-0.1323,-2.955,2.021,-0.391
11.2,5.658,1.352,-0.1254,-3.036,2.024,-0.3853
11.4,5.658,1.357,-0.118,-3.11,2.026,-0.3797
11.6,5.659,1.362,-0.1101,-3.18,2.028,-0.3745
11.8,5.66,1.367,-0.1018,-3.247,2.031,-0.3695
12.0,5.661,1.372,-0.09325,-3.31,2.035,-0.3649
12.2,5.663,1.376,-0.08437,-3.368,2.042,-0.3609
12.4,5.666,1.379,-0.07518,-3.418,2.05,-0.3573
