Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02019,-5.44
0.2,1.586e-05,0.007054,8.262e-06,-0.02088,3.926e-05,-3.565e-05,-0.001639,-4.397
0.4,0.0001266,0.02564,-3.724e-05,-0.07623,0.0002952,-0.0001813,-0.02485,-2.05
0.6,0.000313,0.04955,-0.0002025,-0.1481,0.0007072,-0.0005388,-0.1743,0.3845
0.8,0.0006303,0.07179,-0.0004347,-0.2159,0.001377,-0.0008986,-0.2977,2.409
1.0,0.001096,0.08642,-0.0006337,-0.2615,0.002263,-0.000923,-0.03585,4.083
1.2,0.001274,0.08932,-0.000792,-0.2725,0.00218,-0.0006853,0.4008,5.091
1.4,0.0007223,0.07908,-0.001038,-0.2444,-6.436e-05,-0.0004544,0.6092,4.458
1.6,-0.0006561,0.05797,-0.001419,-0.1836,-0.004708,-0.0004398,0.3264,1.977
1.8,-0.002413,0.03196,-0.001824,-0.1072,-0.01048,-0.0004902,-0.2538,-1.068
2.0,-0.003739,0.008672,-0.002159,-0.03714,-0.01514,-0.0003578,-0.5597,-3.222
2.2,-0.004208,-0.005667,-0.002477,0.008246,-0.01744,-0.0001753,-0.4887,-4.076
2.4,-0.003784,-0.007892,-0.002938,0.01895,-0.01725,-0.0001305,-0.2762,-4.143
2.6,-0.002718,0.002173,-0.003557,-0.006217,-0.0153,-0.0002587,-0.02966,-3.669
2.8,-0.001568,0.022,-0.004185,-0.06016,-0.01317,-0.0003949,0.1726,-2.134
3.0,-0.0009046,0.04635,-0.004727,-0.1278,-0.01248,-0.0004566,0.3842,0.5317
3.2,-0.001246,0.06808,-0.00524,-0.1884,-0.01467,-0.0006607,0.4882,3.262
3.4,-0.002679,0.08036,-0.005842,-0.2224,-0.01999,-0.001017,0.2381,4.756
3.6,-0.004684,0.07931,-0.006522,-0.2183,-0.02708,-0.001257,-0.09656,4.525
3.8,-0.006697,0.06542,-0.007179,-0.1771,-0.03437,-0.001117,-0.246,3.168
4.0,-0.008358,0.04287,-0.007791,-0.1101,-0.04078,-0.0006684,-0.1691,1.269
4.2,-0.009577,0.01767,-0.008416,-0.03454,-0.04595,-0.0003339,-0.00464,-1.078
4.4,-0.01032,-0.003689,-0.009095,0.03056,-0.04971,-0.0002663,-0.1024,-3.363
4.6,-0.01037,-0.01555,-0.009771,0.06869,-0.0515,-0.0003173,-0.2866,-4.726
4.8,-0.009742,-0.01468,-0.01038,0.07028,-0.05136,-0.0003653,-0.3165,-4.434
5.0,-0.00875,-0.00164,-0.01098,0.03658,-0.05016,-0.0004786,-0.1728,-2.674
5.2,-0.007852,0.01921,-0.01162,-0.02025,-0.04921,-0.0008095,0.1538,-0.4861
5.4,-0.007559,0.04133,-0.01229,-0.08168,-0.05003,-0.001166,0.3741,1.515
5.6,-0.008181,0.05831,-0.0129,-0.1292,-0.05359,-0.001271,0.4721,3.12
5.8,-0.009937,0.06548,-0.01342,-0.1488,-0.06047,-0.001154,0.4986,4.144
6.0,-0.01278,0.06071,-0.01395,-0.1339,-0.07045,-0.001058,0.2638,4.168
6.2,-0.01607,0.04473,-0.01455,-0.08649,-0.08168,-0.001138,-0.1115,2.779
6.4,-0.01883,0.02143,-0.01513,-0.01757,-0.09147,-0.00115,-0.5033,0.4784
6.6,-0.02024,-0.002974,-0.01561,0.05504,-0.09749,-0.0008743,-0.6959,-1.85
6.8,-0.0201,-0.0218,-0.01599,0.1122,-0.09908,-0.0004895,-0.5093,-3.558
7.0,-0.01883,-0.03005,-0.01639,0.1393,-0.09735,-0.000319,-0.1963,-4.272
7.2,-0.01704,-0.02596,-0.01682,0.1311,-0.09403,-0.0004868,0.1483,-3.908
7.4,-0.01542,-0.01128,-0.01719,0.09201,-0.09112,-0.0007636,0.3811,-2.388
7.6,-0.01462,0.009397,-0.01744,0.03514,-0.09055,-0.0009856,0.4027,-0.04324
7.8,-0.01509,0.02996,-0.01761,-0.0219,-0.09357,-0.001264,0.3874,2.258
8.0,-0.01694,0.0443,-0.01779,-0.06143,-0.1005,-0.001633,0.2721,3.782
8.2,-0.01975,0.04799,-0.01799,-0.07051,-0.1102,-0.001889,0.1635,4.169
8.4,-0.02286,0.03963,-0.01814,-0.04497,-0.1209,-0.001753,0.08697,3.472
8.6,-0.02576,0.02146,-0.01823,0.009104,-0.1311,-0.0013,-0.1333,1.907
8.8,-0.02792,-0.001428,-0.01829,0.07728,-0.139,-0.0009323,-0.3724,-0.2898
9.0,-0.02886,-0.02275,-0.01833,0.1415,-0.1434,-0.0008359,-0.5638,-2.423
9.2,-0.02825,-0.03701,-0.0183,0.1858,-0.1432,-0.0008786,-0.5651,-3.738
9.4,-0.02621,-0.04085,-0.01817,0.2,-0.1389,-0.0008606,-0.3038,-3.93
9.6,-0.02355,-0.03356,-0.01797,0.1817,-0.1327,-0.0008581,0.005735,-3.097
9.8,-0.02126,-0.0173,-0.01777,0.1372,-0.1274,-0.001095,0.3707,-1.598
10.0,-0.02021,0.003296,-0.01755,0.07968,-0.1256,-0.001502,0.6832,0.384
10.2,-0.02086,0.02211,-0.01724,0.02683,-0.1286,-0.001826,0.77,2.493
10.4,-0.02318,0.03343,-0.01686,-0.004896,-0.1365,-0.001935,0.5993,3.931
10.6,-0.02674,0.03391,-0.01648,-0.005548,-0.1478,-0.001955,0.09711,4.082
10.8,-0.03056,0.02351,-0.01615,0.02534,-0.1599,-0.002019,-0.4162,2.917
11.0,-0.03346,0.005255,-0.01581,0.07935,-0.1694,-0.001966,-0.6228,1.089
11.2,-0.03464,-0.01594,-0.01538,0.1423,-0.174,-0.001634,-0.5837,-0.7931
11.4,-0.03389,-0.03442,-0.01486,0.1976,-0.1729,-0.001158,-0.418,-2.549
11.6,-0.03165,-0.04503,-0.01433,0.2303,-0.1674,-0.0008826,-0.3052,-3.826
11.8,-0.02857,-0.0446,-0.01382,0.2311,-0.1593,-0.0009985,-0.1298,-4.019
12.0,-0.02539,-0.03335,-0.01326,0.2002,-0.1507,-0.001317,0.2354,-2.776
12.2,-0.02302,-0.01496,-0.01261,0.1479,-0.1443,-0.001625,0.5505,-0.5866
12.4,-0.02222,0.004892,-0.01192,0.09025,-0.1423,-0.001908,0.6694,1.478
12.6,-0.02331,0.0207,-0.01128,0.04337,-0.1457,-0.002214,0.5458,2.794
12.8,-0.02601,0.02841,-0.01069,0.01939,-0.1537,-0.002463,0.3356,3.428
13.0,-0.02954,0.02598,-0.01009,0.02459,-0.164,-0.002444,0.1702,3.469
13.2,-0.03297,0.01378,-0.009478,0.05814,-0.1742,-0.002167,-0.1493,2.626
13.4,-0.03536,-0.005022,-0.008883,0.111,-0.1813,-0.00187,-0.6174,0.7224
13.6,-0.03586,-0.02492,-0.008316,0.1676,-0.1829,-0.001717,-0.9399,-1.586
13.8,-0.03409,-0.04,-0.007713,0.211,-0.1778,-0.001655,-0.8276,-3.175
14.0,-0.0304,-0.04612,-0.007044,0.2289,-0.1672,-0.001541,-0.2869,-3.552
14.2,-0.0259,-0.04197,-0.006369,0.2171,-0.1541,-0.001446,0.2657,-3.05
14.4,-0.02194,-0.02884,-0.005759,0.1789,-0.1423,-0.001564,0.5667,-2.064
14.6,-0.01953,-0.01003,-0.005202,0.1238,-0.1348,-0.001898,0.6827,-0.55
14.8,-0.0192,0.009527,-0.004629,0.06606,-0.1332,-0.002273,0.7223,1.503
15.0,-0.02094,0.02424,-0.004035,0.0218,-0.1375,-0.002511,0.6379,3.361
15.2,-0.02419,0.02967,-0.003505,0.003778,-0.1461,-0.002625,0.2747,3.967
15.4,-0.02795,0.02449,-0.003094,0.01613,-0.1563,-0.002672,-0.2726,3.068
15.6,-0.03092,0.01086,-0.002755,0.05311,-0.1642,-0.002574,-0.645,1.4
15.8,-0.03209,-0.006833,-0.002394,0.1024,-0.167,-0.002276,-0.6873,-0.2181
16.0,-0.03107,-0.02364,-0.001997,0.1496,-0.1634,-0.001887,-0.5718,-1.636
16.2,-0.02801,-0.03505,-0.001637,0.1815,-0.1539,-0.001654,-0.4779,-2.934
16.4,-0.02351,-0.03768,-0.001348,0.1879,-0.1401,-0.001701,-0.3349,-3.641
16.6,-0.01849,-0.03027,-0.001087,0.1653,-0.1246,-0.001897,0.05813,-3.094
16.8,-0.0142,-0.01469,-0.0008052,0.1187,-0.1111,-0.002104,0.6237,-1.352
17.0,-0.01184,0.004511,-0.0005452,0.06104,-0.103,-0.002304,0.9827,0.6821
17.2,-0.01197,0.02189,-0.0003865,0.0078,-0.102,-0.002534,0.9039,2.122
17.4,-0.01435,0.03304,-0.0003348,-0.02806,-0.1074,-0.002735,0.5062,2.87
17.6,-0.01805,0.03554,-0.000332,-0.03903,-0.1167,-0.002768,0.05823,3.165
17.8,-0.02182,0.02895,-0.0003444,-0.02357,-0.1264,-0.002644,-0.3265,2.816
18.0,-0.02443,0.01502,-0.0004085,0.01336,-0.1327,-0.002491,-0.7096,1.467
18.2,-0.02483,-0.002226,-0.0005459,0.06019,-0.1327,-0.002385,-0.9746,-0.6402
18.4,-0.02256,-0.01737,-0.0007052,0.1014,-0.125,-0.002274,-0.8851,-2.517
18.6,-0.01805,-0.02557,-0.0008407,0.1231,-0.1109,-0.002099,-0.4279,-3.313
18.8,-0.01247,-0.02436,-0.0009872,0.1179,-0.09352,-0.001978,0.1669,-3.064
19.0,-0.007252,-0.01425,-0.001213,0.08668,-0.07702,-0.002055,0.5697,-2.204
19.2,-0.003557,0.002014,-0.00152,0.0372,-0.06479,-0.002306,0.7139,-0.9373
19.4,-0.00209,0.0203,-0.001843,-0.0187,-0.05894,-0.00257,0.7657,0.7151
19.6,-0.003087,0.03591,-0.002153,-0.06731,-0.06021,-0.002724,0.7017,2.43
19.8,-0.006144,0.0446,-0.002508,-0.09626,-0.06746,-0.002811,0.4548,3.39
20.0,-0.01022,0.04402,-0.002966,-0.09863,-0.07774,-0.00286,-0.01299,3.111
20.2,-0.01387,0.03472,-0.003502,-0.07572,-0.08696,-0.002795,-0.5527,1.897
20.4,-0.01577,0.01995,-0.00403,-0.03649,-0.09128,-0.002575,-0.8574,0.3762
20.6,-0.0152,0.004293,-0.004515,0.006045,-0.08857,-0.002307,-0.9149,-1.035
20.8,-0.01209,-0.007827,-0.005,0.03895,-0.07851,-0.00219,-0.7482,-2.281
21.0,-0.006993,-0.01303,-0.005532,0.05215,-0.06266,-0.002263,-0.3821,-3.104
21.2,-0.001033,-0.00962,-0.006092,0.04047,-0.04428,-0.002382,0.1058,-3.022
21.4,0.00427,0.001863,-0.006635,0.005319,-0.02772,-0.002455,0.6714,-1.925
21.6,0.007448,0.01845,-0.007169,-0.04489,-0.01717,-0.002527,1.028,-0.2221
21.8,0.007742,0.0355,-0.007742,-0.09694,-0.01486,-0.00268,1.005,1.391
22.0,0.005362,0.04829,-0.008365,-0.1372,-0.02034,-0.002844,0.6718,2.494
22.2,0.001253,0.05351,-0.008992,-0.1559,-0.03099,-0.002874,0.1401,2.993
22.4,-0.003248,0.05008,-0.009587,-0.1496,-0.04297,-0.002776,-0.3598,2.743
22.6,-0.00676,0.03926,-0.01017,-0.1215,-0.05226,-0.002672,-0.7595,1.67
22.8,-0.008085,0.02424,-0.01077,-0.08067,-0.05539,-0.00263,-0.9754,0.01363
23.0,-0.006574,0.009382,-0.01135,-0.0397,-0.05048,-0.002568,-0.8788,-1.64
23.2,-0.002496,-0.0008827,-0.01187,-0.01139,-0.03823,-0.002421,-0.5685,-2.69
23.4,0.003087,-0.003445,-0.01235,-0.004873,-0.02158,-0.002305,-0.1156,-2.942
23.6,0.008725,0.00249,-0.01283,-0.02273,-0.004653,-0.002369,0.3545,-2.448
23.8,0.01305,0.01518,-0.01333,-0.06032,0.008567,-0.002592,0.7283,-1.313
24.0,0.01505,0.03098,-0.0138,-0.1074,0.01507,-0.002791,0.9792,0.21
24.2,0.01419,0.04557,-0.01422,-0.1516,0.01329,-0.00285,0.9351,1.704
24.4,0.01069,0.05508,-0.01461,-0.1816,0.003822,-0.002841,0.5843,2.65
24.6,0.00563,0.05704,-0.01501,-0.1898,-0.01031,-0.002844,0.05275,2.78
24.8,0.0006185,0.05094,-0.01541,-0.1747,-0.02454,-0.002816,-0.5056,2.201
25.0,-0.002742,0.03849,-0.01576,-0.1409,-0.03429,-0.002674,-0.8876,1.081
25.2,-0.003451,0.02322,-0.01601,-0.0983,-0.03657,-0.002475,-1.068,-0.3705
25.4,-0.001266,0.009566,-0.01621,-0.05968,-0.03058,-0.002389,-0.9706,-1.822
25.6,0.003329,0.001414,-0.01638,-0.03628,-0.01765,-0.002463,-0.5229,-2.766
25.8,0.009136,0.0009233,-0.01652,-0.03462,-0.001214,-0.00257,0.1155,-2.795
26.0,0.01451,0.008008,-0.01662,-0.05481,0.01403,-0.002601,0.7119,-2.002
26.2,0.01784,0.02057,-0.01667,-0.09108,0.02349,-0.002605,1.003,-0.7603
