Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,7.906,0.025,2.343,0.393,2.751,-0.305
0.2,7.904,0.02528,2.337,0.392,2.745,-0.305
0.4,7.898,0.0263,2.318,0.3886,2.729,-0.3049
0.6,7.891,0.02801,2.287,0.3832,2.707,-0.3049
0.8,7.884,0.03015,2.244,0.3765,2.686,-0.3048
1.0,7.878,0.0322,2.188,0.3704,2.67,-0.3046
1.2,7.877,0.0333,2.122,0.367,2.666,-0.3042
1.4,7.879,0.03298,2.045,0.3678,2.674,-0.3041
1.6,7.885,0.03122,1.958,0.3728,2.693,-0.3042
1.8,7.893,0.0286,1.861,0.3803,2.716,-0.3046
2.0,7.9,0.02609,1.755,0.3876,2.738,-0.3048
2.2,7.904,0.0244,1.642,0.3926,2.752,-0.3049
2.4,7.905,0.02397,1.522,0.3942,2.757,-0.3049
2.6,7.902,0.02468,1.396,0.3924,2.751,-0.305
2.8,7.897,0.02616,1.264,0.3884,2.739,-0.3049
3.0,7.891,0.02794,1.128,0.3835,2.724,-0.3047
3.2,7.887,0.02947,0.9881,0.3793,2.712,-0.3045
3.4,7.885,0.03036,0.8453,0.3768,2.708,-0.3045
3.6,7.886,0.03041,0.7005,0.3767,2.714,-0.3046
3.8,7.89,0.02966,0.5544,0.3791,2.728,-0.3046
4.0,7.896,0.02837,0.408,0.383,2.747,-0.3045
4.2,7.902,0.02678,0.2619,0.3879,2.768,-0.3046
4.4,7.908,0.0252,0.1169,0.3928,2.786,-0.3048
4.6,7.911,0.02395,-0.0262,0.3966,2.797,-0.3051
4.8,7.911,0.02332,-0.1667,0.3987,2.8,-0.3052
5.0,7.909,0.02348,-0.304,0.3984,2.796,-0.3052
5.2,7.906,0.02431,-0.4377,0.3962,2.787,-0.3052
5.4,7.902,0.02543,-0.5671,0.393,2.778,-0.3053
5.6,7.9,0.02642,-0.6918,0.3902,2.772,-0.3053
5.8,7.899,0.027,-0.8113,0.3885,2.772,-0.3051
6.0,7.902,0.02704,-0.925,0.3884,2.78,-0.305
6.2,7.906,0.02647,-1.033,0.3899,2.793,-0.3052
6.4,7.912,0.02538,-1.134,0.3931,2.81,-0.3054
6.6,7.917,0.02398,-1.228,0.3971,2.826,-0.3055
6.8,7.921,0.02266,-1.315,0.4009,2.838,-0.3056
7.0,7.923,0.02176,-1.394,0.4036,2.843,-0.3058
7.2,7.923,0.02136,-1.466,0.4048,2.842,-0.306
7.4,7.921,0.0214,-1.529,0.4046,2.836,-0.3062
7.6,7.918,0.02179,-1.584,0.4034,2.827,-0.3062
7.8,7.915,0.02244,-1.631,0.4013,2.818,-0.3062
8.0,7.913,0.02319,-1.669,0.3989,2.813,-0.3062
8.2,7.914,0.02372,-1.698,0.3971,2.813,-0.3063
8.4,7.916,0.0238,-1.719,0.3965,2.818,-0.3063
