Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,0.093,0.0,-0.009,0.004,-0.054,-0.003,-5.709,0.02636
0.2,0.1001,-8.235e-06,-0.008952,0.004016,-0.03293,-0.003007,-4.531,0.0113
0.4,0.119,-2.695e-05,-0.008888,0.004049,0.02333,-0.003046,-2.455,0.1002
0.6,0.1437,-0.0001691,-0.00889,0.004341,0.09721,-0.003214,0.5845,-0.1114
0.8,0.1666,-0.0001297,-0.008955,0.004134,0.1663,-0.003384,3.55,-0.3995
1.0,0.1807,0.0004667,-0.009022,0.002565,0.2104,-0.003314,4.687,-0.1347
1.2,0.1822,0.00119,-0.009063,0.000785,0.2175,-0.003089,4.779,0.3219
1.4,0.1707,0.001281,-0.009175,0.0007753,0.1862,-0.002924,3.182,0.6549
1.6,0.1498,0.0002159,-0.009365,0.003818,0.1261,-0.002992,1.127,0.3751
1.8,0.1251,-0.001485,-0.009512,0.008492,0.05368,-0.003171,-0.6438,-0.2752
2.0,0.1033,-0.002632,-0.009532,0.01168,-0.01212,-0.00321,-2.649,-0.5096
2.2,0.08982,-0.002645,-0.009479,0.01179,-0.05455,-0.00316,-3.744,-0.4399
2.4,0.08819,-0.001638,-0.009504,0.009059,-0.06323,-0.003119,-4.326,-0.2011
2.6,0.09884,-0.0002326,-0.009615,0.005126,-0.03642,-0.003115,-3.72,-0.04599
2.8,0.1189,0.001066,-0.00968,0.001425,0.01802,-0.003065,-1.694,0.09462
3.0,0.1427,0.00196,-0.009632,-0.001086,0.08398,-0.002921,0.6317,0.4331
3.2,0.1634,0.00199,-0.009524,-0.001131,0.1416,-0.002896,3.163,0.5224
3.4,0.1748,0.001018,-0.009484,0.001654,0.173,-0.003063,4.539,0.2682
3.6,0.1734,-0.000624,-0.00953,0.006339,0.1678,-0.003247,4.569,-0.161
3.8,0.1594,-0.002195,-0.009583,0.01092,0.1262,-0.003234,3.415,-0.3718
4.0,0.1367,-0.00308,-0.009605,0.01373,0.05918,-0.003002,0.8648,-0.123
4.2,0.1119,-0.003388,-0.009612,0.0149,-0.01471,-0.002831,-1.67,0.04687
4.4,0.09206,-0.003386,-0.00964,0.01502,-0.0752,-0.002842,-3.796,-0.03864
4.6,0.08259,-0.003111,-0.009651,0.01415,-0.1064,-0.002909,-4.619,-0.277
4.8,0.08568,-0.002303,-0.009593,0.01167,-0.1016,-0.002927,-3.783,-0.3644
