Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,0.093,0.0,-0.009,0.004,-0.054,9.997
0.2,0.09305,7.446e-06,-0.008958,0.003974,-0.05383,9.996
0.4,0.09323,4.103e-05,-0.008927,0.003875,-0.05323,9.991
0.6,0.09358,7.842e-05,-0.009019,0.003758,-0.05219,9.984
0.8,0.09395,0.0001373,-0.00922,0.00359,-0.0511,9.974
1.0,0.09416,0.000254,-0.009425,0.003298,-0.05046,9.961
1.2,0.09412,0.0003706,-0.009591,0.003039,-0.0505,9.946
1.4,0.09393,0.0004067,-0.009812,0.003027,-0.051,9.929
1.6,0.0937,0.0002787,-0.01013,0.003467,-0.05164,9.908
1.8,0.09343,2.069e-05,-0.01047,0.004258,-0.05242,9.885
2.0,0.09312,-0.0002115,-0.01075,0.004996,-0.05331,9.86
2.2,0.09286,-0.0003132,-0.01102,0.005396,-0.05404,9.832
2.4,0.0928,-0.000259,-0.01139,0.005385,-0.05423,9.802
2.6,0.09299,-0.0001292,-0.01187,0.005161,-0.05371,9.769
2.8,0.09331,-4.385e-06,-0.01232,0.004934,-0.05284,9.735
3.0,0.09361,0.0001046,-0.01271,0.004752,-0.05196,9.698
3.2,0.09385,0.0001668,-0.01307,0.004709,-0.05123,9.658
3.4,0.094,0.000156,-0.01353,0.004881,-0.05074,9.616
3.6,0.09402,5.425e-05,-0.01403,0.005309,-0.05066,9.571
3.8,0.09381,-9.633e-05,-0.0145,0.005884,-0.05121,9.525
4.0,0.09343,-0.0001978,-0.01493,0.006359,-0.05226,9.476
4.2,0.09306,-0.0002416,-0.01539,0.006702,-0.0533,9.425
4.4,0.09283,-0.0002858,-0.01593,0.007046,-0.05396,9.371
4.6,0.09276,-0.0003836,-0.01644,0.00751,-0.05416,9.314
4.8,0.09279,-0.0004951,-0.01685,0.007988,-0.05405,9.255
5.0,0.09291,-0.0004983,-0.01722,0.008177,-0.05368,9.194
5.2,0.09315,-0.0003699,-0.01765,0.008024,-0.05296,9.13
5.4,0.09344,-0.0001984,-0.01813,0.007761,-0.05209,9.064
5.6,0.09366,-0.0001033,-0.01857,0.0077,-0.05143,8.996
5.8,0.09371,-0.0001249,-0.01892,0.007957,-0.05123,8.926
6.0,0.09359,-0.0002062,-0.01924,0.008402,-0.05149,8.853
6.2,0.09338,-0.0003301,-0.01959,0.008986,-0.05203,8.777
6.4,0.09309,-0.0005079,-0.01993,0.009717,-0.0528,8.699
6.6,0.09274,-0.0007103,-0.02018,0.0105,-0.05375,8.619
6.8,0.09243,-0.0008388,-0.02037,0.01108,-0.05458,8.537
7.0,0.09229,-0.0007969,-0.02058,0.01122,-0.05494,8.453
7.2,0.09239,-0.0006403,-0.02081,0.01104,-0.05462,8.367
7.4,0.09266,-0.0005102,-0.02099,0.01091,-0.05386,8.278
7.6,0.09292,-0.0004795,-0.02104,0.01102,-0.05304,8.188
7.8,0.09313,-0.0004956,-0.02103,0.01126,-0.05238,8.095
8.0,0.09325,-0.0004677,-0.02105,0.0114,-0.05199,8.001
8.2,0.09324,-0.000427,-0.02107,0.01154,-0.05195,7.904
8.4,0.09307,-0.0004675,-0.02101,0.01189,-0.05238,7.806
8.6,0.09276,-0.0006043,-0.02087,0.0125,-0.05322,7.706
8.8,0.09243,-0.0007507,-0.02069,0.01314,-0.0541,7.604
9.0,0.0922,-0.0008153,-0.02053,0.01357,-0.05474,7.5
9.2,0.09206,-0.0008241,-0.02032,0.01383,-0.05509,7.395
