Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,2.779,10.0,-0.02,0.0,-0.207,0.0
0.2,2.779,9.999,-0.01995,0.000706,-0.2066,-1.416e-05
0.4,2.78,9.997,-0.01988,0.002716,-0.2054,-7.809e-05
0.6,2.781,9.993,-0.01991,0.005829,-0.2035,-0.0003027
0.8,2.782,9.987,-0.02002,0.009644,-0.2015,-0.0005182
1.0,2.784,9.98,-0.02012,0.01371,-0.2001,-0.0004359
1.2,2.785,9.973,-0.02016,0.01794,-0.1996,-0.0001754
1.4,2.786,9.964,-0.02023,0.0225,-0.1999,-1.946e-05
1.6,2.787,9.953,-0.02037,0.02772,-0.2007,-0.0002029
1.8,2.788,9.942,-0.02051,0.03374,-0.2017,-0.0005645
2.0,2.789,9.929,-0.02058,0.04045,-0.2027,-0.0007684
2.2,2.79,9.915,-0.0206,0.0479,-0.2033,-0.0008307
2.4,2.792,9.899,-0.0207,0.05622,-0.203,-0.0008535
2.6,2.795,9.883,-0.02089,0.06561,-0.2014,-0.0009088
2.8,2.798,9.864,-0.02104,0.07611,-0.1992,-0.0009241
3.0,2.801,9.845,-0.0211,0.08744,-0.1969,-0.0008676
3.2,2.804,9.825,-0.02113,0.09937,-0.1946,-0.0009934
3.4,2.807,9.803,-0.02124,0.1116,-0.1929,-0.001354
3.6,2.81,9.78,-0.0214,0.124,-0.1918,-0.001742
3.8,2.813,9.756,-0.02152,0.1364,-0.1918,-0.001894
4.0,2.816,9.732,-0.0216,0.1487,-0.1925,-0.001775
4.2,2.819,9.706,-0.02171,0.1611,-0.1932,-0.00173
4.4,2.822,9.679,-0.02189,0.1743,-0.1935,-0.001911
4.6,2.825,9.651,-0.02204,0.1884,-0.193,-0.002209
4.8,2.829,9.621,-0.02209,0.2034,-0.1918,-0.002473
5.0,2.834,9.59,-0.02211,0.219,-0.19,-0.002663
5.2,2.838,9.558,-0.02218,0.235,-0.1875,-0.002912
5.4,2.843,9.524,-0.02232,0.2511,-0.1848,-0.00313
5.6,2.848,9.49,-0.02242,0.2674,-0.1825,-0.003174
5.8,2.853,9.455,-0.02243,0.2837,-0.1808,-0.003131
6.0,2.857,9.418,-0.02243,0.2997,-0.1801,-0.003223
6.2,2.862,9.381,-0.02247,0.3153,-0.1799,-0.003623
6.4,2.866,9.343,-0.02251,0.3308,-0.1803,-0.004108
6.6,2.871,9.304,-0.02248,0.3461,-0.181,-0.004386
6.8,2.875,9.264,-0.02241,0.3614,-0.1814,-0.004462
7.0,2.88,9.223,-0.02237,0.3767,-0.1811,-0.004506
7.2,2.886,9.181,-0.02239,0.3921,-0.1796,-0.004679
7.4,2.892,9.137,-0.02236,0.408,-0.1775,-0.004889
7.6,2.898,9.093,-0.02223,0.4242,-0.1751,-0.005059
7.8,2.904,9.048,-0.02206,0.4403,-0.1729,-0.005306
8.0,2.91,9.002,-0.02194,0.4556,-0.1712,-0.00566
8.2,2.916,8.955,-0.02185,0.4701,-0.1703,-0.00601
8.4,2.922,8.908,-0.02172,0.4837,-0.1702,-0.00615
8.6,2.927,8.86,-0.02152,0.4966,-0.171,-0.006108
8.8,2.933,8.811,-0.02131,0.5089,-0.172,-0.006184
9.0,2.938,8.761,-0.02113,0.5206,-0.1728,-0.0065
9.2,2.944,8.711,-0.02093,0.5319,-0.1732,-0.006931
9.4,2.951,8.659,-0.02065,0.5431,-0.1732,-0.007242
9.6,2.957,8.607,-0.02033,0.5541,-0.1726,-0.007386
9.8,2.964,8.554,-0.02005,0.5647,-0.1714,-0.007525
10.0,2.971,8.5,-0.01982,0.5746,-0.1698,-0.007672
