Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,10.58,0.186,0.801,0.394,9.722,0.119
0.2,10.57,0.1862,0.7993,0.3931,9.7,0.119
0.4,10.56,0.1869,0.7941,0.3905,9.638,0.1191
0.6,10.53,0.188,0.7849,0.3865,9.546,0.1192
0.8,10.5,0.1895,0.7715,0.3812,9.441,0.1195
1.0,10.47,0.1912,0.7536,0.3751,9.339,0.12
1.2,10.45,0.1928,0.7309,0.3693,9.251,0.1207
1.4,10.44,0.1938,0.7033,0.3655,9.181,0.1212
1.6,10.44,0.1939,0.6712,0.3642,9.125,0.1215
1.8,10.44,0.1936,0.6352,0.3644,9.074,0.1217
2.0,10.43,0.1932,0.5957,0.3651,9.012,0.1218
2.2,10.42,0.1928,0.5535,0.366,8.926,0.1215
2.4,10.4,0.1924,0.5093,0.3668,8.809,0.1209
2.6,10.37,0.1922,0.4635,0.3672,8.661,0.12
2.8,10.33,0.1923,0.416,0.367,8.488,0.1189
3.0,10.29,0.1926,0.3669,0.3661,8.303,0.1179
3.2,10.25,0.193,0.3163,0.3651,8.119,0.117
3.4,10.21,0.1934,0.2641,0.3641,7.946,0.1165
3.6,10.18,0.1937,0.2104,0.3632,7.789,0.1162
3.8,10.16,0.1941,0.1555,0.3624,7.649,0.116
4.0,10.14,0.1945,0.09991,0.3614,7.517,0.1161
4.2,10.13,0.1951,0.04414,0.3603,7.385,0.1161
4.4,10.11,0.1955,-0.01124,0.3598,7.241,0.1159
4.6,10.08,0.1956,-0.06565,0.3602,7.078,0.1153
4.8,10.05,0.1953,-0.1187,0.3618,6.895,0.1142
5.0,10.01,0.1948,-0.1702,0.3642,6.694,0.1127
5.2,9.966,0.194,-0.2201,0.3676,6.484,0.1111
5.4,9.925,0.1929,-0.2683,0.3719,6.275,0.1095
5.6,9.888,0.1917,-0.3147,0.3764,6.075,0.1079
5.8,9.857,0.191,-0.3593,0.3799,5.89,0.1067
6.0,9.831,0.1907,-0.4021,0.3821,5.721,0.1058
6.2,9.81,0.1909,-0.4428,0.3829,5.565,0.1052
6.4,9.792,0.1914,-0.481,0.3826,5.415,0.1048
6.6,9.772,0.1922,-0.5163,0.3819,5.262,0.1043
6.8,9.75,0.1928,-0.5486,0.3816,5.1,0.1036
7.0,9.723,0.1929,-0.5775,0.3828,4.926,0.1025
7.2,9.692,0.1923,-0.6029,0.3864,4.74,0.1009
7.4,9.659,0.1908,-0.625,0.3924,4.548,0.099
7.6,9.627,0.1888,-0.6436,0.4001,4.357,0.09698
7.8,9.597,0.1866,-0.659,0.4084,4.174,0.095
8.0,9.571,0.1846,-0.671,0.4161,4.004,0.09324
8.2,9.551,0.1833,-0.6798,0.4222,3.85,0.09175
8.4,9.536,0.1827,-0.6855,0.426,3.71,0.09057
8.6,9.523,0.183,-0.6878,0.4272,3.58,0.08964
8.8,9.512,0.184,-0.6867,0.4265,3.455,0.08878
9.0,9.5,0.1851,-0.6821,0.4253,3.327,0.08781
9.2,9.485,0.1857,-0.6742,0.4255,3.194,0.08657
9.4,9.468,0.1855,-0.663,0.4282,3.054,0.08501
9.6,9.449,0.1842,-0.6486,0.4339,2.912,0.08322
9.8,9.431,0.182,-0.6314,0.4424,2.771,0.08126
10.0,9.414,0.1791,-0.6113,0.4527,2.638,0.07926
10.2,9.401,0.1762,-0.5887,0.4633,2.518,0.07736
10.4,9.393,0.1738,-0.5637,0.4723,2.414,0.07566
10.6,9.39,0.1724,-0.5363,0.4784,2.324,0.07423
10.8,9.39,0.1723,-0.5068,0.4809,2.248,0.07305
