Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,2.779,0.0,-0.02,0.0,-0.207,0.0,-5.744,0.02693
0.2,2.786,-1.084e-05,-0.01991,2.512e-05,-0.1858,-8.943e-06,-4.568,0.01476
0.4,2.805,-4.039e-05,-0.01974,9.376e-05,-0.1291,-5.24e-05,-2.483,0.1079
0.6,2.83,-0.0002041,-0.01956,0.0004504,-0.05474,-0.0002244,0.5746,-0.1039
0.8,2.853,-0.000194,-0.0194,0.000325,0.01484,-0.0003966,3.558,-0.3965
1.0,2.867,0.0003744,-0.0192,-0.001175,0.05914,-0.0003274,4.702,-0.1335
1.2,2.868,0.001082,-0.01895,-0.002933,0.06605,-9.791e-05,4.819,0.3161
1.4,2.857,0.001186,-0.01876,-0.003015,0.03426,8.023e-05,3.229,0.6445
1.6,2.835,0.000175,-0.01863,-0.0001704,-0.02686,2.846e-05,1.177,0.3567
1.8,2.81,-0.00142,-0.01845,0.004159,-0.1006,-0.0001368,-0.6064,-0.2996
2.0,2.788,-0.002416,-0.01811,0.006875,-0.1679,-0.0001701,-2.672,-0.5172
2.2,2.774,-0.002269,-0.01764,0.006488,-0.2116,-0.0001232,-3.806,-0.4221
2.4,2.772,-0.001146,-0.0172,0.003389,-0.2212,-9.076e-05,-4.408,-0.1628
2.6,2.783,0.000294,-0.01676,-0.0006944,-0.1946,-9.507e-05,-3.794,-0.01022
2.8,2.803,0.001548,-0.0162,-0.004332,-0.14,-5.275e-05,-1.727,0.1069
3.0,2.827,0.002366,-0.01544,-0.006686,-0.07355,8.272e-05,0.6241,0.4314
3.2,2.848,0.002326,-0.01458,-0.006596,-0.01556,9.694e-05,3.216,0.5109
3.4,2.859,0.001332,-0.01376,-0.003808,0.01583,-7.603e-05,4.621,0.251
3.6,2.857,-0.0002635,-0.01304,0.000685,0.009933,-0.0002551,4.656,-0.1912
3.8,2.843,-0.001703,-0.01237,0.004832,-0.03309,-0.0002256,3.491,-0.4116
4.0,2.82,-0.002369,-0.01173,0.00696,-0.102,3.317e-05,0.8789,-0.1434
4.2,2.794,-0.002418,-0.01114,0.007343,-0.178,0.0002272,-1.692,0.05518
4.4,2.773,-0.002183,-0.01062,0.006746,-0.2405,0.0002276,-3.87,-0.004961
4.6,2.764,-0.00176,-0.0101,0.005393,-0.2731,0.0001535,-4.724,-0.2407
4.8,2.766,-0.0009084,-0.009506,0.002732,-0.269,0.0001084,-3.875,-0.339
5.0,2.78,0.0005418,-0.008854,-0.001521,-0.2321,8.537e-05,-2.321,-0.06504
