Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,4.747,0.0,1.963,0.0,-0.299,0.0
0.2,4.747,-1.839e-06,1.958,4.347e-06,-0.2987,-1.052e-05
0.4,4.747,-7.255e-06,1.942,1.747e-05,-0.2976,-6.246e-05
0.6,4.748,-4.053e-05,1.916,9.319e-05,-0.2959,-0.0002622
0.8,4.748,-6.103e-05,1.88,0.000128,-0.2943,-0.0004437
1.0,4.749,2.42e-06,1.834,-4.871e-05,-0.2934,-0.0003256
1.2,4.749,0.0001158,1.779,-0.0003442,-0.2936,-2.398e-05
1.4,4.748,0.0001899,1.715,-0.0005245,-0.2946,0.0001869
1.6,4.748,0.000128,1.642,-0.0003498,-0.2961,7.873e-05
1.8,4.747,-3.843e-05,1.561,9.11e-05,-0.298,-0.0001932
2.0,4.746,-0.0001664,1.473,0.0004322,-0.2998,-0.0003054
2.2,4.746,-0.0001807,1.379,0.000475,-0.3011,-0.0002765
2.4,4.746,-9.045e-05,1.278,0.0002413,-0.3015,-0.0002078
2.6,4.746,1.426e-05,1.172,-4.21e-05,-0.3008,-0.0001689
2.8,4.747,7.946e-05,1.061,-0.0002318,-0.2996,-8.813e-05
3.0,4.748,0.0001222,0.9468,-0.0003548,-0.2983,6.662e-05
3.2,4.748,0.000127,0.8289,-0.0003666,-0.2973,5.073e-05
3.4,4.749,8.334e-05,0.7084,-0.0002433,-0.2968,-0.0001835
3.6,4.749,-7.843e-06,0.586,7.013e-07,-0.2972,-0.0004341
3.8,4.749,-8.798e-05,0.4625,0.0002104,-0.2985,-0.0004422
4.0,4.748,-7.485e-05,0.3385,0.0001849,-0.3005,-0.0001787
4.2,4.748,-1.31e-06,0.2146,9.006e-06,-0.3025,1.796e-05
4.4,4.748,4.618e-05,0.0914,-0.0001013,-0.304,-1.32e-06
4.6,4.748,4.985e-06,-0.03039,4.237e-06,-0.3047,-0.0001322
4.8,4.748,-8.05e-05,-0.1501,0.0002099,-0.3048,-0.0002289
5.0,4.749,-9.032e-05,-0.2673,0.0002209,-0.3043,-0.0002558
5.2,4.75,-6.257e-06,-0.3816,-6.045e-06,-0.3032,-0.0003415
5.4,4.751,0.0001037,-0.4924,-0.0002977,-0.302,-0.0003947
5.6,4.751,0.0001522,-0.5991,-0.0004305,-0.3012,-0.0002718
5.8,4.752,0.0001205,-0.7014,-0.0003501,-0.3012,-5.456e-05
6.0,4.752,6.883e-05,-0.7988,-0.0001988,-0.3019,4.212e-05
6.2,4.752,5.369e-06,-0.891,-5.877e-06,-0.3031,-0.0001514
6.4,4.752,-7.934e-05,-0.9776,0.0002352,-0.3047,-0.0004205
