Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,4.747,0.0,-0.037,0.0,4.701,0.0
0.2,4.744,-1.7e-06,-0.03676,3.294e-06,4.69,-1.112e-05
0.4,4.737,-7.778e-06,-0.03616,1.46e-05,4.66,-6.537e-05
0.6,4.726,-4.405e-05,-0.03539,8.538e-05,4.614,-0.0002758
0.8,4.713,-9.107e-05,-0.03449,0.0001755,4.558,-0.0004652
1.0,4.701,-8.1e-05,-0.03344,0.0001362,4.497,-0.0003308
1.2,4.689,1.118e-05,-0.03223,-0.0001046,4.432,9.119e-06
1.4,4.678,0.000161,-0.03096,-0.0004993,4.366,0.0002605
1.6,4.668,0.0002723,-0.02967,-0.0008165,4.296,0.000167
1.8,4.657,0.0002842,-0.0282,-0.000879,4.219,-0.0001202
2.0,4.644,0.0002191,-0.02644,-0.0007034,4.13,-0.0002583
2.2,4.626,0.0001061,-0.02437,-0.0003588,4.025,-0.0002568
2.4,4.605,-3.443e-05,-0.02211,8.853e-05,3.904,-0.0002149
2.6,4.579,-0.0002161,-0.01968,0.0006426,3.766,-0.000206
2.8,4.549,-0.0003978,-0.01697,0.001176,3.613,-0.0001499
3.0,4.517,-0.0004654,-0.01398,0.001386,3.449,2.311e-06
3.2,4.485,-0.0003655,-0.01084,0.001118,3.279,5.129e-06
3.4,4.453,-0.0001415,-0.007724,0.0004812,3.109,-0.0001993
3.6,4.423,8.51e-05,-0.00463,-0.00019,2.94,-0.0004192
3.8,4.395,0.0002476,-0.001466,-0.000686,2.774,-0.0003969
4.0,4.368,0.000374,0.001776,-0.001038,2.607,-0.0001032
4.2,4.34,0.0004447,0.005039,-0.00119,2.436,0.0001098
4.4,4.31,0.0003781,0.008314,-0.0009385,2.258,8.026e-05
4.6,4.278,9.671e-05,0.0117,-9.968e-05,2.068,-8.549e-05
4.8,4.241,-0.0003349,0.01525,0.001145,1.866,-0.0002246
5.0,4.202,-0.0007128,0.01888,0.002257,1.654,-0.0002829
5.2,4.16,-0.0009043,0.02242,0.002862,1.434,-0.0003831
5.4,4.118,-0.000902,0.02585,0.002911,1.212,-0.000437
5.6,4.078,-0.0007574,0.02921,0.002521,0.992,-0.0003045
5.8,4.039,-0.0004822,0.03254,0.001736,0.7772,-7.326e-05
6.0,4.003,-6.939e-05,0.03575,0.0005764,0.5691,3.301e-05
6.2,3.97,0.0003417,0.03875,-0.0005636,0.3674,-0.0001584
6.4,3.937,0.0005319,0.04161,-0.00109,0.1696,-0.0004282
6.6,3.905,0.0003821,0.04436,-0.0006709,-0.02776,-0.0004828
6.8,3.872,-2.22e-05,0.04698,0.0004854,-0.228,-0.0003344
7.0,3.837,-0.0004763,0.04935,0.001847,-0.4332,-0.0001645
7.2,3.8,-0.0008872,0.05144,0.00313,-0.6437,-0.0001329
7.4,3.761,-0.001256,0.05331,0.004274,-0.858,-0.0001448
7.6,3.722,-0.001528,0.05501,0.005096,-1.073,-0.0001182
7.8,3.684,-0.001567,0.05649,0.005227,-1.284,-0.0001759
8.0,3.649,-0.001274,0.05765,0.004427,-1.486,-0.0003602
8.2,3.617,-0.0007668,0.05853,0.003017,-1.677,-0.0005533
8.4,3.588,-0.0002799,0.05919,0.001626,-1.857,-0.0005333
8.6,3.562,4.042e-05,0.05967,0.0006816,-2.026,-0.0003154
8.8,3.538,0.0001622,0.05988,0.0003262,-2.188,-0.0001927
9.0,3.515,7.508e-05,0.05975,0.0006207,-2.346,-0.0002814
9.2,3.492,-0.0003021,0.05932,0.001757,-2.503,-0.0004418
9.4,3.467,-0.0009754,0.05862,0.003703,-2.66,-0.0004416
9.6,3.441,-0.001725,0.0576,0.005847,-2.818,-0.0002741
9.8,3.415,-0.002234,0.05621,0.007337,-2.974,-0.0001526
10.0,3.391,-0.002314,0.05445,0.007649,-3.124,-0.0001258
10.2,3.368,-0.002035,0.05248,0.006921,-3.264,-0.0001217
10.4,3.349,-0.00157,0.05036,0.005598,-3.392,-0.0001142
10.6,3.334,-0.001019,0.04808,0.003986,-3.506,-0.0002163
10.8,3.322,-0.0004659,0.04559,0.00237,-3.606,-0.0005147
11.0,3.314,-6.556e-05,0.04291,0.001203,-3.693,-0.0007896
11.2,3.307,-2.066e-05,0.04009,0.001029,-3.772,-0.0007908
11.4,3.302,-0.0003974,0.0371,0.002035,-3.844,-0.0005211
11.6,3.296,-0.001027,0.03384,0.003791,-3.913,-0.0002223
11.8,3.29,-0.001681,0.03029,0.005685,-3.979,-0.0001094
12.0,3.283,-0.002225,0.02653,0.007297,-4.043,-9.902e-05
12.2,3.277,-0.002607,0.02265,0.008418,-4.102,-7.028e-05
12.4,3.272,-0.002739,0.01867,0.008769,-4.152,-5.773e-05
12.6,3.271,-0.002474,0.01456,0.007976,-4.19,-0.0001501
12.8,3.273,-0.00181,0.01039,0.006058,-4.213,-0.0003354
13.0,3.279,-0.0009728,0.006262,0.003629,-4.22,-0.0004398
13.2,3.289,-0.0002913,0.002232,0.001594,-4.214,-0.0004285
13.4,3.302,1.074e-05,-0.001757,0.0006028,-4.195,-0.0004476
13.6,3.316,-9.583e-05,-0.005765,0.0007874,-4.168,-0.000565
13.8,3.33,-0.0005607,-0.009775,0.002026,-4.134,-0.0006645
14.0,3.345,-0.001299,-0.01375,0.004056,-4.098,-0.0005397
14.2,3.359,-0.002137,-0.0177,0.006369,-4.059,-0.0002209
14.4,3.373,-0.0028,-0.02167,0.008194,-4.016,5.547e-05
14.6,3.388,-0.003019,-0.02562,0.008796,-3.967,0.0001505
14.8,3.405,-0.002736,-0.02943,0.007979,-3.909,8.816e-05
15.0,3.425,-0.002103,-0.03299,0.006123,-3.839,-2.833e-05
15.2,3.449,-0.001338,-0.03634,0.003826,-3.755,-0.000206
15.4,3.476,-0.0006124,-0.03952,0.001595,-3.657,-0.0004675
15.6,3.506,-4.632e-05,-0.04251,-0.0001838,-3.548,-0.0006714
15.8,3.538,0.0002116,-0.04529,-0.001068,-3.43,-0.0006688
16.0,3.571,3.775e-05,-0.04786,-0.0007112,-3.306,-0.0004625
16.2,3.604,-0.000552,-0.05031,0.0008425,-3.18,-0.0002487
