Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,5.639,-0.041,0.17,0.28,1.938,-0.807,-5.082,-0.01425
0.2,5.645,-0.04088,0.1694,0.2795,1.954,-0.8068,-3.356,-0.2399
0.4,5.659,-0.04034,0.1677,0.2777,1.998,-0.8064,-1.709,-0.08354
0.6,5.678,-0.03955,0.1648,0.275,2.054,-0.8061,0.5781,-0.2288
0.8,5.695,-0.03835,0.1609,0.2711,2.106,-0.806,2.954,-0.4533
1.0,5.705,-0.03675,0.1561,0.2664,2.139,-0.8062,4.009,-0.07974
1.2,5.706,-0.03561,0.1506,0.2633,2.143,-0.8065,3.867,0.6539
1.4,5.696,-0.036,0.1444,0.2645,2.118,-0.8071,2.353,0.9707
1.6,5.681,-0.03833,0.1374,0.2714,2.074,-0.8078,0.2285,0.6089
1.8,5.663,-0.04199,0.1297,0.2822,2.024,-0.8087,-1.655,0.138
2.0,5.65,-0.04595,0.1211,0.294,1.985,-0.8095,-2.873,-0.08364
2.2,5.644,-0.04939,0.1117,0.3043,1.967,-0.8101,-3.233,-0.3457
2.4,5.647,-0.05157,0.1015,0.3108,1.973,-0.8103,-2.76,-0.7795
2.6,5.658,-0.05176,0.09066,0.3113,2.0,-0.81,-1.44,-1.001
2.8,5.672,-0.04961,0.07922,0.305,2.038,-0.8095,0.4039,-0.7608
3.0,5.685,-0.04562,0.06733,0.2934,2.075,-0.8091,1.986,-0.2844
3.2,5.694,-0.04118,0.05512,0.2804,2.099,-0.8089,2.747,0.2541
3.4,5.696,-0.03793,0.0427,0.2706,2.102,-0.8089,2.623,0.8016
3.6,5.69,-0.03707,0.03009,0.2677,2.085,-0.8092,1.804,1.152
3.8,5.68,-0.03903,0.01731,0.2729,2.053,-0.8099,0.5228,1.088
4.0,5.667,-0.04352,0.004389,0.2856,2.014,-0.8109,-0.9058,0.6709
4.2,5.656,-0.04962,-0.008715,0.303,1.981,-0.8119,-2.024,0.1383
4.4,5.65,-0.05591,-0.02203,0.321,1.962,-0.8128,-2.412,-0.4781
4.6,5.65,-0.06062,-0.03545,0.3344,1.96,-0.8134,-2.043,-1.125
4.8,5.656,-0.06219,-0.04883,0.3388,1.975,-0.8134,-1.089,-1.412
5.0,5.665,-0.06017,-0.06203,0.3327,1.998,-0.8131,0.1524,-1.07
5.2,5.674,-0.05538,-0.07496,0.3186,2.023,-0.8127,1.217,-0.4307
5.4,5.681,-0.0495,-0.0875,0.301,2.04,-0.8124,1.787,0.1172
5.6,5.683,-0.04432,-0.0995,0.2851,2.044,-0.8122,1.812,0.6284
5.8,5.679,-0.04137,-0.1109,0.2756,2.032,-0.8124,1.403,1.218
6.0,5.672,-0.04184,-0.1217,0.2758,2.009,-0.8129,0.6566,1.544
6.2,5.662,-0.04606,-0.1319,0.2869,1.98,-0.8138,-0.3675,1.202
6.4,5.653,-0.05311,-0.1416,0.3062,1.952,-0.8149,-1.307,0.3458
6.6,5.647,-0.06098,-0.1507,0.328,1.933,-0.8161,-1.696,-0.5088
6.8,5.646,-0.06737,-0.1593,0.3458,1.926,-0.817,-1.475,-1.095
7.0,5.649,-0.07059,-0.1672,0.3546,1.932,-0.8174,-0.8698,-1.361
7.2,5.654,-0.06999,-0.1744,0.3523,1.945,-0.8174,-0.1427,-1.279
7.4,5.661,-0.06592,-0.1808,0.3399,1.961,-0.817,0.5437,-0.8862
7.6,5.666,-0.05961,-0.1863,0.3208,1.974,-0.8165,1.091,-0.269
7.8,5.668,-0.05293,-0.1908,0.3003,1.978,-0.8162,1.343,0.5021
8.0,5.666,-0.04804,-0.1944,0.2848,1.971,-0.816,1.186,1.258
8.2,5.662,-0.04672,-0.1969,0.2793,1.955,-0.8162,0.6784,1.641
8.4,5.655,-0.04959,-0.1985,0.2857,1.933,-0.8169,-0.05537,1.366
8.6,5.648,-0.05588,-0.1992,0.3021,1.911,-0.8179,-0.7504,0.6282
8.8,5.643,-0.06382,-0.199,0.3235,1.894,-0.819,-1.117,-0.1275
9.0,5.641,-0.07135,-0.1979,0.3439,1.885,-0.82,-1.089,-0.7528
9.2,5.642,-0.07655,-0.196,0.3577,1.885,-0.8207,-0.7773,-1.274
9.4,5.645,-0.07806,-0.1932,0.3609,1.892,-0.8208,-0.3079,-1.516
9.6,5.65,-0.07544,-0.1894,0.3522,1.903,-0.8204,0.2222,-1.244
9.8,5.654,-0.06954,-0.1848,0.334,1.912,-0.8199,0.7135,-0.5275
10.0,5.657,-0.06232,-0.1793,0.3116,1.917,-0.8194,0.9625,0.2885
10.2,5.657,-0.05608,-0.173,0.2917,1.915,-0.8191,0.8692,0.969
10.4,5.654,-0.05277,-0.1657,0.28,1.906,-0.819,0.5492,1.427
10.6,5.65,-0.05341,-0.1578,0.2795,1.892,-0.8193,0.1124,1.488
10.8,5.645,-0.05796,-0.1492,0.2903,1.876,-0.82,-0.3445,1.059
11.0,5.641,-0.06527,-0.14,0.3091,1.862,-0.821,-0.6608,0.3303
11.2,5.639,-0.0734,-0.1303,0.3305,1.853,-0.8219,-0.7499,-0.4481
11.4,5.639,-0.08008,-0.1201,0.3478,1.851,-0.8226,-0.6076,-1.124
11.6,5.641,-0.08341,-0.1094,0.3557,1.854,-0.8228,-0.3062,-1.504
11.8,5.644,-0.08251,-0.09825,0.3514,1.861,-0.8227,0.03089,-1.384
12.0,5.648,-0.07788,-0.08668,0.3364,1.869,-0.8222,0.3455,-0.8041
12.2,5.65,-0.07111,-0.07476,0.3148,1.876,-0.8216,0.5351,-0.08778
12.4,5.652,-0.06423,-0.0625,0.2926,1.878,-0.8211,0.545,0.5558
12.6,5.651,-0.05927,-0.04996,0.2756,1.876,-0.8207,0.4611,1.155
12.8,5.649,-0.05777,-0.03724,0.2684,1.869,-0.8206,0.2949,1.541
13.0,5.646,-0.06037,-0.02448,0.2729,1.86,-0.821,0.007136,1.368
13.2,5.643,-0.06644,-0.01178,0.2874,1.85,-0.8217,-0.3005,0.6521
13.4,5.641,-0.0742,0.0007854,0.3071,1.844,-0.8225,-0.487,-0.1905
13.6,5.641,-0.08142,0.01313,0.3254,1.841,-0.8232,-0.4613,-0.8082
13.8,5.642,-0.08619,0.02522,0.337,1.842,-0.8236,-0.3053,-1.189
14.0,5.644,-0.08735,0.03702,0.3383,1.847,-0.8235,-0.1588,-1.356
14.2,5.646,-0.08473,0.04851,0.3287,1.854,-0.8231,0.01363,-1.145
14.4,5.649,-0.07916,0.05962,0.3103,1.862,-0.8224,0.2372,-0.5268
14.6,5.651,-0.07232,0.07032,0.2881,1.867,-0.8216,0.3979,0.2354
14.8,5.652,-0.06633,0.08059,0.268,1.87,-0.821,0.4371,0.8997
15.0,5.652,-0.06303,0.09039,0.2554,1.869,-0.8206,0.3378,1.321
15.2,5.651,-0.06345,0.09962,0.2534,1.866,-0.8206,0.1446,1.363
15.4,5.649,-0.06752,0.1082,0.2618,1.861,-0.8209,-0.07343,0.9526
15.6,5.648,-0.07409,0.116,0.2777,1.857,-0.8216,-0.2656,0.2568
15.8,5.647,-0.08137,0.1231,0.2959,1.855,-0.8222,-0.336,-0.4134
16.0,5.648,-0.08742,0.1294,0.3108,1.856,-0.8225,-0.2729,-0.9122
16.2,5.649,-0.09065,0.1349,0.3177,1.86,-0.8226,-0.1886,-1.246
16.4,5.652,-0.0902,0.1395,0.3142,1.866,-0.8222,-0.08999,-1.274
16.6,5.654,-0.0863,0.1433,0.3006,1.874,-0.8216,0.05571,-0.8535
16.8,5.657,-0.08024,0.1462,0.2807,1.881,-0.8208,0.1992,-0.1399
17.0,5.659,-0.07395,0.1483,0.2597,1.888,-0.82,0.2763,0.5469
17.2,5.66,-0.06936,0.1495,0.2433,1.892,-0.8193,0.2429,1.019
17.4,5.66,-0.06782,0.1499,0.2355,1.893,-0.819,0.1585,1.242
