Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,0.32,10.0,-0.01,0.0,-0.096,0.0
0.2,0.3202,9.999,-0.009972,0.0007405,-0.09568,-1.503e-05
0.4,0.3208,9.996,-0.009981,0.002847,-0.09465,-8.153e-05
0.6,0.3219,9.992,-0.01014,0.006104,-0.09301,-0.0003104
0.8,0.3232,9.986,-0.01044,0.01009,-0.09125,-0.0005315
1.0,0.3246,9.979,-0.01076,0.01435,-0.08997,-0.0004551
1.2,0.3258,9.97,-0.01107,0.01877,-0.08949,-0.0002001
1.4,0.327,9.961,-0.01145,0.02351,-0.08966,-4.964e-05
1.6,0.3283,9.949,-0.01196,0.02891,-0.09017,-0.0002399
1.8,0.3297,9.937,-0.01249,0.03511,-0.09092,-0.0006105
2.0,0.3312,9.923,-0.01299,0.04204,-0.09172,-0.0008251
2.2,0.3331,9.908,-0.01348,0.04975,-0.09214,-0.0008994
2.4,0.3353,9.891,-0.01409,0.05837,-0.09171,-0.0009355
2.6,0.3381,9.873,-0.01481,0.06813,-0.09029,-0.001006
2.8,0.3413,9.853,-0.01553,0.07903,-0.08829,-0.001038
3.0,0.3447,9.832,-0.01618,0.0908,-0.08614,-0.001001
3.2,0.3481,9.81,-0.01683,0.1032,-0.08412,-0.001146
3.4,0.3516,9.786,-0.01758,0.1158,-0.08248,-0.001527
3.6,0.3551,9.762,-0.01839,0.1286,-0.08147,-0.001938
3.8,0.3584,9.736,-0.01917,0.1414,-0.08131,-0.002113
4.0,0.3617,9.709,-0.01992,0.154,-0.08179,-0.002017
4.2,0.3651,9.681,-0.0207,0.1669,-0.08228,-0.001997
4.4,0.3689,9.651,-0.02155,0.1804,-0.08232,-0.002204
4.6,0.373,9.62,-0.02237,0.1949,-0.08175,-0.002533
4.8,0.3776,9.588,-0.02308,0.2104,-0.08064,-0.002831
5.0,0.3824,9.554,-0.02374,0.2266,-0.079,-0.003059
5.2,0.3876,9.519,-0.02445,0.243,-0.07678,-0.003348
5.4,0.3931,9.482,-0.02521,0.2597,-0.07433,-0.003609
5.6,0.3986,9.445,-0.02592,0.2765,-0.07216,-0.003697
5.8,0.4041,9.406,-0.02651,0.2932,-0.07065,-0.003701
6.0,0.4094,9.366,-0.02706,0.3096,-0.06987,-0.00384
6.2,0.4147,9.326,-0.02763,0.3256,-0.06961,-0.004288
6.4,0.42,9.284,-0.02817,0.3414,-0.06981,-0.004825
6.6,0.4254,9.241,-0.0286,0.3571,-0.07031,-0.005157
6.8,0.4309,9.197,-0.02894,0.3728,-0.07065,-0.00529
7.0,0.4369,9.152,-0.02928,0.3884,-0.07032,-0.005394
7.2,0.4433,9.106,-0.02962,0.4042,-0.06905,-0.00563
7.4,0.4501,9.058,-0.02987,0.4205,-0.06714,-0.00591
7.6,0.457,9.009,-0.02998,0.437,-0.0651,-0.006152
7.8,0.464,8.959,-0.03,0.4534,-0.06325,-0.006475
8.0,0.471,8.909,-0.03003,0.469,-0.06181,-0.006907
8.2,0.478,8.858,-0.03004,0.4836,-0.06098,-0.007337
8.4,0.4847,8.805,-0.02995,0.4974,-0.06094,-0.007558
8.6,0.4914,8.752,-0.02975,0.5104,-0.06163,-0.007598
8.8,0.4981,8.699,-0.02949,0.5227,-0.06255,-0.007759
9.0,0.505,8.644,-0.02922,0.5344,-0.06331,-0.008163
9.2,0.5121,8.588,-0.02886,0.5457,-0.06375,-0.008686
9.4,0.5195,8.532,-0.02838,0.5569,-0.06386,-0.009093
9.6,0.5271,8.474,-0.02781,0.5679,-0.06358,-0.009339
9.8,0.535,8.415,-0.02724,0.5784,-0.06275,-0.009585
10.0,0.5432,8.356,-0.02668,0.5881,-0.06153,-0.009842
10.2,0.5514,8.296,-0.02603,0.5973,-0.06046,-0.01006
10.4,0.5596,8.235,-0.02526,0.6057,-0.06,-0.01024
10.6,0.5675,8.173,-0.02443,0.6132,-0.06036,-0.01053
10.8,0.5753,8.11,-0.0236,0.6193,-0.06144,-0.01103
11.0,0.583,8.047,-0.02276,0.624,-0.06308,-0.01155
11.2,0.5907,7.984,-0.02183,0.6276,-0.06511,-0.01186
11.4,0.5985,7.919,-0.02084,0.6305,-0.06709,-0.01197
11.6,0.6066,7.854,-0.01985,0.6329,-0.06854,-0.0121
11.8,0.6151,7.788,-0.01887,0.6347,-0.06919,-0.01241
12.0,0.6238,7.721,-0.01785,0.636,-0.06928,-0.0128
12.2,0.6327,7.653,-0.01675,0.6369,-0.06927,-0.01315
12.4,0.6415,7.585,-0.01561,0.6372,-0.06944,-0.01345
12.6,0.6504,7.516,-0.01452,0.6365,-0.06989,-0.01376
12.8,0.6591,7.446,-0.01349,0.6344,-0.07077,-0.01407
13.0,0.6677,7.376,-0.01243,0.631,-0.07229,-0.01425
13.2,0.6762,7.306,-0.01132,0.6264,-0.07452,-0.01435
13.4,0.6845,7.234,-0.01022,0.6209,-0.07719,-0.01457
13.6,0.6929,7.163,-0.009179,0.6143,-0.07992,-0.01498
13.8,0.7014,7.091,-0.008163,0.6068,-0.08249,-0.01547
14.0,0.71,7.018,-0.007125,0.5984,-0.08478,-0.01579
14.2,0.7188,6.945,-0.006092,0.5897,-0.08662,-0.01592
14.4,0.7279,6.871,-0.005135,0.5806,-0.08783,-0.01603
14.6,0.7372,6.796,-0.00427,0.571,-0.08852,-0.01622
14.8,0.7466,6.721,-0.003424,0.5606,-0.0892,-0.01645
15.0,0.7558,6.646,-0.002561,0.5494,-0.09045,-0.01666
15.2,0.7647,6.57,-0.001736,0.5373,-0.09247,-0.01691
15.4,0.7734,6.493,-0.00102,0.5241,-0.09517,-0.01726
15.6,0.782,6.417,-0.0004059,0.5095,-0.09833,-0.01757
