Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.705,0.02701
0.2,0.00708,-1.083e-05,2.064e-05,2.508e-05,0.02095,-9.041e-06,-4.539,0.01487
0.4,0.02592,-4.043e-05,6.478e-06,9.367e-05,0.07686,-5.282e-05,-2.475,0.1073
0.6,0.05052,-0.0002044,-0.0001187,0.0004502,0.1502,-0.0002265,0.5607,-0.1035
0.8,0.07324,-0.0001955,-0.0003446,0.0003267,0.2186,-0.000399,3.526,-0.3945
1.0,0.08719,0.0003711,-0.0006037,-0.001169,0.2617,-0.0003251,4.661,-0.1331
1.2,0.08839,0.001079,-0.0008684,-0.002925,0.2676,-8.952e-05,4.774,0.3141
1.4,0.07664,0.001187,-0.001235,-0.003015,0.2348,8.905e-05,3.192,0.6414
1.6,0.05531,0.0001826,-0.001711,-0.000187,0.1729,2.697e-05,1.158,0.3552
1.8,0.03016,-0.001408,-0.002175,0.004125,0.09818,-0.0001546,-0.6062,-0.2977
2.0,0.007706,-0.002403,-0.002549,0.006835,0.02981,-0.0001989,-2.655,-0.5146
2.2,-0.006346,-0.002261,-0.002888,0.006455,-0.01534,-0.0001514,-3.78,-0.4207
2.4,-0.008537,-0.001146,-0.003347,0.003374,-0.02673,-0.0001082,-4.383,-0.1619
2.6,0.001606,0.0002867,-0.003933,-0.0006857,-0.002519,-9.804e-05,-3.776,-0.009584
2.8,0.02123,0.001535,-0.004508,-0.0043,0.0494,-4.268e-05,-1.723,0.1071
3.0,0.04462,0.002349,-0.004996,-0.006638,0.1128,0.0001016,0.6088,0.4298
3.2,0.06481,0.002312,-0.005444,-0.006546,0.1677,0.0001163,3.183,0.5076
3.4,0.07562,0.001325,-0.005976,-0.003772,0.1961,-6.573e-05,4.578,0.2489
3.6,0.07349,-0.0002627,-0.006608,0.0006981,0.1873,-0.0002602,4.615,-0.1913
