Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,4.747,0.0,-0.037,0.0,-0.299,0.0,-5.761,0.02689
0.2,4.754,-1.084e-05,-0.03687,2.514e-05,-0.2777,-8.901e-06,-4.581,0.01472
0.4,4.773,-4.037e-05,-0.03656,9.381e-05,-0.2209,-5.222e-05,-2.489,0.1082
0.6,4.798,-0.000204,-0.03616,0.0004506,-0.1463,-0.0002235,0.5765,-0.104
0.8,4.821,-0.0001934,-0.0357,0.0003245,-0.07656,-0.0003957,3.567,-0.3972
1.0,4.835,0.0003757,-0.03513,-0.001177,-0.03216,-0.0003286,4.714,-0.1337
1.2,4.836,0.001083,-0.03446,-0.002936,-0.02526,-0.0001018,4.831,0.3168
1.4,4.824,0.001186,-0.0338,-0.003015,-0.05719,7.624e-05,3.238,0.6456
1.6,4.803,0.0001726,-0.03316,-0.0001648,-0.1186,2.929e-05,1.18,0.3573
1.8,4.778,-0.001425,-0.03242,0.00417,-0.1926,-0.0001284,-0.6102,-0.3002
2.0,4.755,-0.00242,-0.03147,0.006887,-0.2602,-0.0001568,-2.682,-0.5181
2.2,4.741,-0.002271,-0.03034,0.006496,-0.3042,-0.0001103,-3.819,-0.4226
2.4,4.739,-0.001145,-0.02916,0.003391,-0.3139,-8.293e-05,-4.42,-0.1631
2.6,4.75,0.0002975,-0.02791,-0.0007011,-0.2873,-9.412e-05,-3.803,-0.01046
2.8,4.77,0.001554,-0.02646,-0.004347,-0.2326,-5.793e-05,-1.73,0.1068
3.0,4.794,0.002371,-0.02475,-0.006705,-0.166,7.355e-05,0.6294,0.432
3.2,4.815,0.002329,-0.02287,-0.006615,-0.1079,8.789e-05,3.229,0.512
3.4,4.826,0.001332,-0.02101,-0.003822,-0.07632,-8.021e-05,4.639,0.2517
3.6,4.825,-0.0002662,-0.01923,0.0006794,-0.08215,-0.0002512,4.673,-0.1912
3.8,4.81,-0.001706,-0.01751,0.004831,-0.1252,-0.000214,3.503,-0.4118
4.0,4.787,-0.002371,-0.01586,0.006959,-0.1943,4.898e-05,0.8823,-0.1435
4.2,4.761,-0.002418,-0.01429,0.007338,-0.2706,0.0002441,-1.699,0.05512
4.4,4.741,-0.002179,-0.01282,0.006736,-0.3333,0.0002436,-3.886,-0.00563
4.6,4.731,-0.001753,-0.01137,0.005376,-0.3662,0.0001674,-4.746,-0.2417
4.8,4.733,-0.0008992,-0.009853,0.002705,-0.3623,0.0001179,-3.897,-0.3396
5.0,4.747,0.000552,-0.008275,-0.001556,-0.3256,8.763e-05,-2.338,-0.06509
5.2,4.768,0.002105,-0.006682,-0.006008,-0.2689,-4.069e-05,-0.0545,0.1673
5.4,4.789,0.003076,-0.005069,-0.008762,-0.2103,-0.000156,1.871,0.3351
5.6,4.804,0.002953,-0.003382,-0.008412,-0.1673,-5.248e-05,3.245,0.4219
5.8,4.81,0.001678,-0.001634,-0.004767,-0.1532,0.0002102,4.061,0.4006
6.0,4.803,-0.0003476,3.473e-05,0.001098,-0.1733,0.0004025,3.548,0.2946
6.2,4.786,-0.00263,0.001524,0.007711,-0.2236,0.0003366,2.359,-0.1356
6.4,4.763,-0.004427,0.002848,0.01292,-0.2918,0.0001749,0.3273,-0.554
6.6,4.74,-0.005017,0.004063,0.01468,-0.3605,0.0001786,-1.952,-0.6662
6.8,4.723,-0.00407,0.005165,0.01207,-0.4123,0.0003048,-3.508,-0.4849
7.0,4.717,-0.001837,0.006072,0.005815,-0.4343,0.0003883,-4.385,-0.07171
7.2,4.722,0.0007455,0.006808,-0.001562,-0.4218,0.0003399,-3.741,0.1844
7.4,4.738,0.002749,0.007502,-0.00747,-0.38,0.0002943,-2.018,0.333
7.6,4.758,0.003644,0.008236,-0.01033,-0.3229,0.0003601,0.2619,0.4227
7.8,4.778,0.003368,0.008971,-0.009791,-0.2692,0.0003769,2.697,0.3559
8.0,4.79,0.0022,0.009584,-0.006501,-0.2362,0.0002629,3.998,0.2708
8.2,4.79,0.0003412,0.01003,-0.001078,-0.2348,0.0001469,4.225,0.1008
8.4,4.78,-0.001894,0.01035,0.005482,-0.2665,0.0002559,3.13,-0.0282
8.6,4.761,-0.004003,0.01055,0.01166,-0.3234,0.0005913,1.075,-0.1299
8.8,4.738,-0.00537,0.01059,0.01568,-0.3902,0.0008273,-0.9108,-0.368
9.0,4.719,-0.005429,0.01045,0.01594,-0.4496,0.0007995,-2.731,-0.5221
9.2,4.707,-0.004106,0.01018,0.01218,-0.4866,0.0006279,-3.584,-0.5185
9.4,4.706,-0.001728,0.009839,0.005286,-0.4927,0.0005158,-3.528,-0.2755
9.6,4.715,0.001103,0.009411,-0.002986,-0.4682,0.0005014,-2.725,0.1079
9.8,4.733,0.003609,0.008876,-0.01034,-0.4216,0.0004344,-0.9991,0.3684
10.0,4.752,0.005044,0.008254,-0.01456,-0.367,0.0003574,0.8606,0.6041
10.2,4.768,0.004728,0.007612,-0.01378,-0.3208,0.0004312,2.681,0.6934
10.4,4.777,0.002545,0.006943,-0.007699,-0.2971,0.0006617,3.766,0.5269
10.6,4.775,-0.0008065,0.006135,0.001775,-0.3038,0.0008628,3.644,0.1092
10.8,4.762,-0.004117,0.005112,0.0113,-0.3398,0.0008386,2.675,-0.4402
11.0,4.743,-0.006229,0.003907,0.01759,-0.3958,0.0007253,0.7559,-0.6677
11.2,4.723,-0.006688,0.002616,0.01921,-0.4563,0.0007549,-1.33,-0.5711
11.4,4.707,-0.005607,0.001257,0.01628,-0.5047,0.0009193,-3.059,-0.3815
11.6,4.699,-0.003315,-0.0002148,0.009689,-0.5278,0.001034,-3.997,-0.2257
11.8,4.703,-0.000306,-0.001767,0.0009141,-0.5197,0.0009479,-3.474,-0.115
