Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi,YawBrTAxp,YawBrTAyp
0.0,0.32,0.0,-0.01,0.0,-0.096,0.0,0.001788,-5.44
0.2,0.3201,0.007053,-0.009966,-0.02088,-0.09577,-7.27e-05,-0.01435,-4.397
0.4,0.3203,0.02563,-0.009933,-0.07622,-0.09498,-0.0003165,-0.02606,-2.05
0.6,0.3207,0.04953,-0.00997,-0.1481,-0.09376,-0.0008013,-0.1628,0.3841
0.8,0.3212,0.07176,-0.01002,-0.2159,-0.09212,-0.001281,-0.2754,2.408
1.0,0.3219,0.08637,-0.009998,-0.2615,-0.09019,-0.001385,-0.008059,4.083
1.2,0.3223,0.08925,-0.009884,-0.2725,-0.08921,-0.001168,0.43,5.092
1.4,0.3219,0.07899,-0.009813,-0.2443,-0.09039,-0.0008894,0.6342,4.459
1.6,0.3207,0.05787,-0.009833,-0.1835,-0.09392,-0.0007721,0.3414,1.979
1.8,0.3191,0.03186,-0.009834,-0.1072,-0.09847,-0.0006942,-0.2501,-1.068
2.0,0.318,0.008581,-0.009722,-0.03712,-0.1017,-0.0004446,-0.5658,-3.223
2.2,0.3178,-0.005744,-0.009553,0.008238,-0.1023,-0.0001861,-0.5004,-4.077
2.4,0.3186,-0.007955,-0.009488,0.01892,-0.1001,-0.000122,-0.2883,-4.143
2.6,0.3201,0.002115,-0.009545,-0.006254,-0.09583,-0.000288,-0.03898,-3.669
2.8,0.3218,0.02193,-0.009576,-0.06019,-0.09109,-0.000507,0.171,-2.134
3.0,0.323,0.04626,-0.009494,-0.1278,-0.0876,-0.0006733,0.3934,0.5318
3.2,0.3233,0.06795,-0.009357,-0.1883,-0.08689,-0.0009738,0.5078,3.262
3.4,0.3224,0.08018,-0.009288,-0.2223,-0.0893,-0.001391,0.2648,4.754
3.6,0.3209,0.07909,-0.009282,-0.2182,-0.09352,-0.001643,-0.07071,4.523
3.8,0.3194,0.06518,-0.009241,-0.177,-0.09799,-0.001468,-0.2267,3.166
4.0,0.3182,0.04263,-0.009146,-0.11,-0.1016,-0.0009529,-0.1603,1.269
4.2,0.3175,0.01745,-0.009059,-0.03451,-0.1039,-0.0005418,-0.008095,-1.076
4.4,0.3172,-0.00388,-0.009026,0.03053,-0.1046,-0.0004077,-0.1149,-3.36
