Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,6.604,0.039,0.27,5.219,2.646,0.014
0.2,6.602,0.04196,0.2695,5.208,2.64,0.01401
0.4,6.596,0.05019,0.2677,5.175,2.622,0.01405
0.6,6.587,0.06203,0.2645,5.126,2.597,0.01425
0.8,6.578,0.0757,0.2598,5.067,2.569,0.01487
1.0,6.571,0.08967,0.2536,5.002,2.545,0.0163
1.2,6.566,0.1027,0.2458,4.934,2.53,0.01883
1.4,6.566,0.1138,0.2363,4.867,2.527,0.02252
1.6,6.569,0.1234,0.2254,4.8,2.535,0.02731
1.8,6.574,0.133,0.213,4.728,2.55,0.03307
2.0,6.58,0.1449,0.1996,4.645,2.566,0.0395
2.2,6.584,0.1609,0.1852,4.546,2.576,0.04623
2.4,6.584,0.1817,0.1702,4.429,2.576,0.05293
2.6,6.58,0.2074,0.1546,4.293,2.565,0.0595
2.8,6.573,0.2374,0.1383,4.141,2.545,0.06611
3.0,6.565,0.2701,0.1214,3.977,2.521,0.07298
3.2,6.557,0.3035,0.1039,3.807,2.498,0.0803
3.4,6.551,0.3358,0.08584,3.637,2.481,0.08816
3.6,6.549,0.3657,0.06724,3.47,2.473,0.0966
3.8,6.549,0.3936,0.04815,3.307,2.474,0.1056
4.0,6.552,0.4203,0.02879,3.144,2.482,0.1151
4.2,6.556,0.4474,0.009438,2.978,2.493,0.125
4.4,6.559,0.4762,-0.009728,2.804,2.501,0.1351
4.6,6.56,0.5081,-0.02861,2.62,2.502,0.1454
4.8,6.557,0.5437,-0.04709,2.424,2.494,0.1557
5.0,6.552,0.583,-0.06509,2.215,2.479,0.1663
5.2,6.545,0.6247,-0.08263,1.997,2.458,0.1772
5.4,6.538,0.667,-0.09972,1.776,2.435,0.1883
5.6,6.531,0.7082,-0.1163,1.557,2.416,0.1994
5.8,6.527,0.7471,-0.1323,1.344,2.403,0.2107
6.0,6.526,0.7834,-0.1479,1.137,2.398,0.2219
6.2,6.527,0.8172,-0.1627,0.9377,2.4,0.2331
6.4,6.529,0.8492,-0.1767,0.7431,2.405,0.2441
6.6,6.531,0.8808,-0.1897,0.5495,2.411,0.2551
6.8,6.532,0.9136,-0.2017,0.3527,2.413,0.2662
7.0,6.531,0.9486,-0.2126,0.1501,2.409,0.2773
7.2,6.527,0.9859,-0.2225,-0.05863,2.398,0.2887
7.4,6.522,1.025,-0.2312,-0.2714,2.382,0.3002
7.6,6.515,1.064,-0.2389,-0.4847,2.363,0.3117
7.8,6.509,1.102,-0.2456,-0.6945,2.346,0.323
8.0,6.505,1.139,-0.2512,-0.8967,2.333,0.3339
8.2,6.503,1.172,-0.2557,-1.088,2.327,0.3443
8.4,6.503,1.201,-0.2591,-1.269,2.327,0.3539
8.6,6.504,1.227,-0.2613,-1.438,2.332,0.363
8.8,6.506,1.252,-0.2623,-1.6,2.34,0.3715
9.0,6.508,1.276,-0.2622,-1.759,2.346,0.3798
9.2,6.508,1.3,-0.2609,-1.916,2.348,0.3879
9.4,6.506,1.325,-0.2584,-2.074,2.345,0.3961
9.6,6.503,1.351,-0.2549,-2.231,2.338,0.4043
9.8,6.499,1.377,-0.2503,-2.387,2.328,0.4125
10.0,6.494,1.402,-0.2447,-2.538,2.318,0.4203
10.2,6.491,1.425,-0.2382,-2.681,2.311,0.4274
10.4,6.489,1.445,-0.2307,-2.811,2.31,0.4338
10.6,6.489,1.462,-0.2222,-2.928,2.313,0.4392
10.8,6.491,1.475,-0.2128,-3.031,2.322,0.4436
11.0,6.493,1.484,-0.2025,-3.123,2.334,0.4471
11.2,6.496,1.492,-0.1913,-3.205,2.347,0.4501
11.4,6.498,1.499,-0.1793,-3.281,2.357,0.4528
11.6,6.498,1.506,-0.1666,-3.353,2.364,0.4553
11.8,6.498,1.513,-0.1533,-3.423,2.368,0.4578
12.0,6.496,1.52,-0.1395,-3.489,2.368,0.4602
12.2,6.494,1.527,-0.1251,-3.55,2.368,0.4622
12.4,6.492,1.532,-0.1104,-3.602,2.369,0.4636
12.6,6.491,1.534,-0.09527,-3.644,2.374,0.4642
12.8,6.492,1.533,-0.07981,-3.672,2.383,0.4638
13.0,6.494,1.528,-0.06407,-3.685,2.396,0.4624
13.2,6.498,1.52,-0.04815,-3.686,2.412,0.46
13.4,6.501,1.509,-0.03213,-3.674,2.429,0.4568
13.6,6.505,1.497,-0.01609,-3.653,2.446,0.453
13.8,6.507,1.484,-0.0001169,-3.627,2.461,0.449
