Time,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
0.0,1.269,0.0,-0.012,0.0,-0.138,10.0
0.2,1.269,5.828e-06,-0.01195,-1.753e-05,-0.1377,9.999
0.4,1.269,3.198e-05,-0.0119,-8.711e-05,-0.1369,9.994
0.6,1.27,5.393e-05,-0.01195,-0.0001459,-0.1355,9.987
0.8,1.27,8.779e-05,-0.0121,-0.000226,-0.1341,9.977
1.0,1.27,0.0001727,-0.01223,-0.000409,-0.1332,9.964
1.2,1.27,0.0002576,-0.01232,-0.0005566,-0.1332,9.95
1.4,1.27,0.0002675,-0.01244,-0.0004692,-0.1339,9.932
1.6,1.27,0.0001213,-0.01265,5.155e-05,-0.1349,9.912
1.8,1.269,-0.0001501,-0.01286,0.0009137,-0.1362,9.889
2.0,1.269,-0.0003966,-0.01301,0.001727,-0.1375,9.863
2.2,1.268,-0.0005195,-0.01313,0.002223,-0.1385,9.836
2.4,1.268,-0.0004976,-0.01335,0.002342,-0.1388,9.806
2.6,1.268,-0.0004125,-0.01366,0.002284,-0.1382,9.774
2.8,1.269,-0.0003441,-0.01394,0.002259,-0.1371,9.74
3.0,1.269,-0.0003001,-0.01414,0.002309,-0.1359,9.703
3.2,1.269,-0.0003077,-0.01432,0.002516,-0.135,9.664
3.4,1.269,-0.0003877,-0.01458,0.002939,-0.1344,9.623
3.6,1.269,-0.0005528,-0.01488,0.003606,-0.1344,9.579
3.8,1.269,-0.0007585,-0.01515,0.004397,-0.1353,9.533
4.0,1.268,-0.0009066,-0.01537,0.005066,-0.1368,9.485
4.2,1.268,-0.0009926,-0.01564,0.005591,-0.1384,9.434
4.4,1.267,-0.00108,-0.01597,0.006119,-0.1395,9.381
4.6,1.267,-0.001228,-0.01628,0.006788,-0.14,9.326
4.8,1.267,-0.001402,-0.01649,0.0075,-0.14,9.268
5.0,1.267,-0.001478,-0.01666,0.007955,-0.1395,9.208
5.2,1.267,-0.00143,-0.0169,0.008091,-0.1386,9.146
5.4,1.268,-0.001345,-0.01721,0.008131,-0.1375,9.081
5.6,1.268,-0.001338,-0.01747,0.008379,-0.1367,9.014
5.8,1.268,-0.001449,-0.01763,0.008946,-0.1365,8.945
6.0,1.268,-0.001616,-0.01778,0.009692,-0.1369,8.874
6.2,1.267,-0.001819,-0.01797,0.01055,-0.1379,8.8
6.4,1.267,-0.002065,-0.01815,0.01153,-0.1392,8.724
6.6,1.267,-0.002323,-0.01826,0.01252,-0.1407,8.646
6.8,1.266,-0.002499,-0.01831,0.01329,-0.142,8.566
7.0,1.266,-0.002505,-0.01841,0.0136,-0.1427,8.485
7.2,1.266,-0.002406,-0.01854,0.01363,-0.1424,8.401
7.4,1.266,-0.002353,-0.01862,0.01375,-0.1415,8.315
7.6,1.267,-0.002419,-0.01859,0.01416,-0.1404,8.227
7.8,1.267,-0.002544,-0.01851,0.01473,-0.1396,8.137
8.0,1.267,-0.002622,-0.01847,0.01519,-0.1391,8.045
8.2,1.268,-0.002674,-0.01845,0.0156,-0.1392,7.951
8.4,1.267,-0.002789,-0.01837,0.01618,-0.1399,7.856
8.6,1.267,-0.002985,-0.01822,0.01695,-0.1412,7.759
8.8,1.267,-0.003183,-0.01805,0.01773,-0.1426,7.661
9.0,1.267,-0.003297,-0.01791,0.01828,-0.1438,7.56
9.2,1.267,-0.003358,-0.01774,0.01867,-0.1445,7.458
9.4,1.267,-0.003425,-0.01748,0.01903,-0.1448,7.354
9.6,1.267,-0.003464,-0.01717,0.01928,-0.1447,7.249
9.8,1.267,-0.003404,-0.01691,0.01926,-0.144,7.142
10.0,1.268,-0.00325,-0.01668,0.01899,-0.143,7.034
10.2,1.269,-0.003151,-0.01641,0.01887,-0.142,6.924
10.4,1.269,-0.003235,-0.01605,0.0192,-0.1416,6.813
10.6,1.269,-0.003449,-0.01565,0.01988,-0.1419,6.7
10.8,1.27,-0.003648,-0.01529,0.02053,-0.1428,6.586
11.0,1.27,-0.003747,-0.01494,0.02091,-0.144,6.47
11.2,1.269,-0.003796,-0.01454,0.02113,-0.1455,6.353
11.4,1.269,-0.00385,-0.01408,0.02132,-0.1468,6.234
11.6,1.27,-0.003856,-0.01365,0.02136,-0.1474,6.115
11.8,1.27,-0.003763,-0.01325,0.0211,-0.1472,5.994
12.0,1.271,-0.003608,-0.01283,0.02066,-0.1463,5.871
12.2,1.272,-0.003509,-0.01232,0.02034,-0.1454,5.748
12.4,1.273,-0.003512,-0.01179,0.02025,-0.1446,5.623
12.6,1.274,-0.003529,-0.01133,0.02019,-0.1441,5.497
12.8,1.275,-0.0035,-0.01091,0.02002,-0.144,5.37
13.0,1.275,-0.00347,-0.01047,0.01985,-0.1443,5.242
13.2,1.276,-0.003537,-0.009979,0.01992,-0.1452,5.113
13.4,1.276,-0.00369,-0.009492,0.02018,-0.1464,4.983
13.6,1.276,-0.003788,-0.009061,0.02027,-0.1474,4.852
13.8,1.277,-0.003742,-0.008648,0.01996,-0.1482,4.72
14.0,1.278,-0.003587,-0.008202,0.01933,-0.1486,4.587
14.2,1.279,-0.00342,-0.007747,0.01862,-0.1485,4.454
14.4,1.28,-0.003274,-0.007349,0.01794,-0.1478,4.32
14.6,1.281,-0.003111,-0.007019,0.01719,-0.1466,4.185
14.8,1.283,-0.002957,-0.006682,0.01647,-0.1454,4.049
15.0,1.284,-0.002892,-0.006299,0.01598,-0.1448,3.913
15.2,1.285,-0.002952,-0.005921,0.0158,-0.1449,3.776
15.4,1.286,-0.00306,-0.005618,0.01574,-0.1455,3.638
15.6,1.287,-0.003092,-0.005383,0.01547,-0.1465,3.5
15.8,1.287,-0.003028,-0.005146,0.01494,-0.1476,3.361
16.0,1.288,-0.002931,-0.004896,0.01429,-0.1485,3.222
16.2,1.289,-0.002842,-0.004688,0.01362,-0.149,3.083
16.4,1.291,-0.002729,-0.004547,0.01286,-0.1487,2.943
16.6,1.292,-0.002537,-0.004431,0.01186,-0.148,2.802
16.8,1.294,-0.002306,-0.004291,0.01075,-0.1471,2.661
17.0,1.296,-0.00212,-0.004161,0.009739,-0.1462,2.52
17.2,1.298,-0.002018,-0.004111,0.008943,-0.1455,2.379
17.4,1.299,-0.001977,-0.004137,0.008309,-0.1449,2.237
17.6,1.301,-0.001955,-0.004172,0.007736,-0.1448,2.096
17.8,1.302,-0.001961,-0.004177,0.007238,-0.1453,1.954
18.0,1.303,-0.001999,-0.004201,0.006809,-0.1462,1.812
18.2,1.305,-0.002016,-0.0043,0.006303,-0.1471,1.669
18.4,1.306,-0.001944,-0.004452,0.005538,-0.1478,1.527
18.6,1.308,-0.001757,-0.004604,0.004448,-0.1481,1.385
18.8,1.31,-0.001514,-0.004757,0.003189,-0.1478,1.242
19.0,1.312,-0.001291,-0.004961,0.001968,-0.1469,1.1
19.2,1.314,-0.001122,-0.005232,0.000878,-0.1456,0.9583
19.4,1.316,-0.001009,-0.005513,-6.196e-05,-0.1444,0.8162
19.6,1.318,-0.0009412,-0.005764,-0.0008704,-0.1436,0.6744
19.8,1.32,-0.000925,-0.006019,-0.00153,-0.1435,0.5328
20.0,1.322,-0.0009555,-0.006339,-0.002061,-0.1438,0.3914
20.2,1.324,-0.0009978,-0.006721,-0.002561,-0.1444,0.2503
20.4,1.325,-0.001017,-0.007098,-0.003127,-0.1451,0.1097
20.6,1.327,-0.0009819,-0.007445,-0.003842,-0.1458,-0.0306
20.8,1.329,-0.0008895,-0.007801,-0.004719,-0.1462,-0.1706
21.0,1.331,-0.0007536,-0.008202,-0.005729,-0.1461,-0.3103
21.2,1.334,-0.0005891,-0.008622,-0.006829,-0.1454,-0.4496
21.4,1.336,-0.0004237,-0.009013,-0.007937,-0.1445,-0.5883
21.6,1.339,-0.0002791,-0.009389,-0.008979,-0.1436,-0.7263
21.8,1.341,-0.0001881,-0.009802,-0.009859,-0.1427,-0.8638
22.0,1.344,-0.0001833,-0.01025,-0.01049,-0.1419,-1.001
22.2,1.346,-0.0002637,-0.01069,-0.01089,-0.1415,-1.137
22.4,1.348,-0.0003924,-0.01107,-0.01114,-0.1419,-1.273
22.6,1.35,-0.0004981,-0.01144,-0.01144,-0.1427,-1.408
22.8,1.352,-0.0005367,-0.01183,-0.0119,-0.1436,-1.542
23.0,1.354,-0.0005167,-0.01225,-0.01254,-0.1442,-1.676
23.2,1.357,-0.0004596,-0.01264,-0.01328,-0.1445,-1.809
23.4,1.359,-0.0003775,-0.01299,-0.01409,-0.1442,-1.941
23.6,1.362,-0.0002655,-0.01333,-0.01498,-0.1434,-2.072
23.8,1.364,-0.0001534,-0.01368,-0.01585,-0.1423,-2.202
24.0,1.367,-0.0001083,-0.01401,-0.01653,-0.1412,-2.332
24.2,1.37,-0.0001632,-0.01429,-0.01692,-0.1405,-2.46
24.4,1.373,-0.0002922,-0.01453,-0.0171,-0.1403,-2.588
24.6,1.375,-0.0004366,-0.01479,-0.0172,-0.1406,-2.714
24.8,1.377,-0.0005759,-0.01506,-0.01729,-0.141,-2.839
25.0,1.38,-0.0007296,-0.01529,-0.01734,-0.1417,-2.964
25.2,1.382,-0.0008781,-0.01546,-0.0174,-0.1424,-3.087
25.4,1.384,-0.0009607,-0.01559,-0.01762,-0.143,-3.209
25.6,1.387,-0.0009377,-0.01573,-0.01813,-0.1432,-3.33
25.8,1.389,-0.0008573,-0.01587,-0.01878,-0.1429,-3.45
26.0,1.392,-0.0008187,-0.01595,-0.01931,-0.1422,-3.569
26.2,1.395,-0.0008591,-0.01599,-0.01963,-0.1414,-3.686
26.4,1.398,-0.0009492,-0.01602,-0.01978,-0.1406,-3.802
26.6,1.401,-0.001065,-0.01605,-0.01983,-0.1399,-3.917
26.8,1.403,-0.001237,-0.01605,-0.0197,-0.1397,-4.031
27.0,1.406,-0.001496,-0.01598,-0.01932,-0.1402,-4.143
27.2,1.408,-0.001785,-0.01588,-0.01885,-0.1412,-4.254
27.4,1.41,-0.002007,-0.01578,-0.01853,-0.1422,-4.364
27.6,1.413,-0.002125,-0.0157,-0.01848,-0.1429,-4.472
27.8,1.415,-0.002192,-0.01557,-0.01857,-0.1433,-4.579
28.0,1.418,-0.00227,-0.0154,-0.01863,-0.1434,-4.684
28.2,1.42,-0.002341,-0.0152,-0.01871,-0.1431,-4.788
28.4,1.423,-0.002376,-0.01501,-0.01886,-0.1424,-4.89
28.6,1.426,-0.002416,-0.01481,-0.01897,-0.1417,-4.991
28.8,1.429,-0.002555,-0.01457,-0.0188,-0.1412,-5.091
29.0,1.431,-0.002825,-0.0143,-0.01826,-0.1411,-5.188
29.2,1.434,-0.003149,-0.01405,-0.01755,-0.1414,-5.284
29.4,1.436,-0.003438,-0.01381,-0.01691,-0.142,-5.379
29.6,1.438,-0.003682,-0.01355,-0.01636,-0.1428,-5.472
29.8,1.441,-0.00392,-0.01324,-0.01583,-0.1438,-5.563
30.0,1.443,-0.004142,-0.01292,-0.01535,-0.1448,-5.653
30.2,1.445,-0.004284,-0.01262,-0.01508,-0.1453,-5.741
30.4,1.448,-0.00433,-0.01235,-0.01505,-0.1453,-5.827
30.6,1.45,-0.004361,-0.01205,-0.01506,-0.1449,-5.912
30.8,1.453,-0.004467,-0.01174,-0.01487,-0.1444,-5.995
